Lon   Lat   clay silt sand orgC CN pH cellfraction 
19.75 -29.25 0.280 0.310 0.410 0.006 11.000 7.800 0.444 
56.75 55.75 0.220 0.320 0.460 0.016 10.000 7.200 0.406 
49.25 -13.75 0.320 0.210 0.470 0.009 10.000 4.900 0.348 
107.25 39.75 0.280 0.310 0.410 0.006 11.000 7.800 0.482 
-97.25 33.25 0.270 0.240 0.490 0.008 10.000 6.400 0.444 
-77.25 58.75 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
28.25 -16.75 0.270 0.240 0.490 0.008 10.000 6.400 0.589 
28.75 -8.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-89.25 32.75 0.260 0.190 0.550 0.009 13.000 5.300 0.600 
-6.75 27.75 0.180 0.280 0.540 0.004 14.000 8.100 0.700 
-144.25 61.75 0.320 0.300 0.380 0.014 11.000 4.900 0.327 
-159.75 65.75 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
123.75 11.25 0.284 0.233 0.482 0.009 10.510 5.889 0.392 
-52.75 -25.75 0.500 0.190 0.310 0.028 16.000 4.900 0.611 
104.75 10.75 0.240 0.290 0.470 0.010 11.000 5.000 0.332 
45.75 7.25 0.180 0.280 0.540 0.004 14.000 8.100 0.439 
16.75 15.25 0.050 0.060 0.890 0.004 11.000 6.400 0.826 
-20.25 66.25 0.161 0.244 0.595 0.023 14.071 5.938 0.634 
26.75 56.75 0.100 0.400 0.500 0.011 11.000 5.500 0.484 
91.75 67.75 0.270 0.300 0.430 0.014 11.000 7.600 0.356 
-58.25 0.75 0.390 0.170 0.440 0.013 12.000 4.900 0.659 
16.25 -9.25 0.390 0.170 0.440 0.013 12.000 4.900 0.366 
-4.25 21.25 0.060 0.060 0.880 0.002 12.000 5.900 0.526 
34.25 3.75 0.270 0.300 0.430 0.014 11.000 7.600 0.469 
-68.25 63.75 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
50.75 9.25 0.180 0.280 0.540 0.004 14.000 8.100 0.501 
100.25 38.25 0.270 0.300 0.430 0.014 11.000 7.600 0.553 
46.75 57.25 0.100 0.400 0.500 0.011 11.000 5.500 0.875 
-80.25 -6.75 0.151 0.193 0.656 0.006 11.462 6.506 0.505 
-60.75 -11.75 0.060 0.050 0.890 0.004 13.000 5.600 0.307 
115.25 24.75 0.260 0.190 0.550 0.009 13.000 5.300 0.558 
51.75 63.25 0.060 0.200 0.740 0.030 17.000 4.500 0.600 
87.75 52.75 0.240 0.510 0.250 0.016 10.000 6.600 0.778 
134.25 -20.25 0.060 0.050 0.890 0.004 13.000 5.600 0.371 
-122.25 54.75 0.130 0.290 0.580 0.006 11.000 6.200 0.474 
145.25 -7.25 0.240 0.330 0.430 0.014 12.000 5.100 0.498 
104.75 35.25 0.280 0.370 0.350 0.007 10.000 8.000 0.499 
89.75 64.25 0.410 0.330 0.260 0.307 21.000 4.400 0.473 
129.75 68.25 0.270 0.300 0.430 0.014 11.000 7.600 0.390 
-141.75 68.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-107.25 47.75 0.190 0.260 0.550 0.007 10.000 7.900 0.714 
122.25 -20.75 0.060 0.050 0.890 0.004 13.000 5.600 0.508 
-60.25 -13.75 0.390 0.170 0.440 0.013 12.000 4.900 0.369 
42.75 42.75 0.270 0.300 0.430 0.014 11.000 7.600 0.486 
27.25 68.25 0.060 0.200 0.740 0.030 17.000 4.500 0.428 
98.75 10.75 0.370 0.240 0.390 0.010 10.000 5.490 0.415 
-162.75 67.75 0.200 0.480 0.320 0.031 17.000 6.300 0.479 
124.25 -20.75 0.170 0.240 0.590 0.010 13.000 5.200 0.785 
81.75 54.25 0.230 0.320 0.450 0.009 11.000 7.000 0.304 
111.25 38.25 0.270 0.300 0.430 0.014 11.000 7.600 0.297 
125.25 -30.75 0.280 0.310 0.410 0.006 11.000 7.800 0.506 
57.75 62.75 0.050 0.150 0.800 0.018 19.000 4.700 0.583 
-98.75 49.25 0.280 0.480 0.240 0.022 11.000 7.000 0.524 
134.75 56.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
140.25 57.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
8.75 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.334 
-79.75 42.25 0.200 0.220 0.580 0.008 11.000 6.200 0.341 
-90.25 34.75 0.290 0.300 0.410 0.010 11.000 6.200 0.360 
174.25 -41.75 0.240 0.310 0.450 0.010 11.000 6.600 0.474 
56.25 74.25 0.270 0.300 0.430 0.014 11.000 7.600 0.339 
-68.25 -23.75 0.170 0.270 0.560 0.004 9.000 8.000 0.447 
132.25 -16.75 0.180 0.200 0.620 0.004 12.000 7.900 0.331 
-78.25 -5.75 0.270 0.300 0.430 0.014 11.000 7.600 0.329 
105.25 11.25 0.290 0.300 0.410 0.010 11.000 6.200 0.411 
77.25 45.25 0.060 0.060 0.880 0.002 12.000 5.900 0.722 
133.25 -21.75 0.060 0.050 0.890 0.004 13.000 5.600 0.333 
-154.25 67.25 0.200 0.480 0.320 0.031 17.000 6.300 0.295 
127.25 -17.25 0.130 0.190 0.680 0.006 11.000 6.500 0.500 
59.25 52.75 0.280 0.480 0.240 0.022 11.000 7.000 0.583 
-3.75 38.25 0.240 0.310 0.450 0.010 11.000 6.600 0.470 
139.75 -34.75 0.280 0.310 0.410 0.006 11.000 7.800 0.589 
18.75 -4.25 0.060 0.050 0.890 0.004 13.000 5.600 0.455 
12.25 21.25 0.270 0.300 0.430 0.014 11.000 7.600 0.531 
106.25 48.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
88.75 68.75 0.210 0.420 0.370 0.017 14.000 5.100 0.285 
-59.25 -7.25 0.060 0.050 0.890 0.004 13.000 5.600 0.684 
120.75 37.25 0.270 0.300 0.430 0.014 11.000 7.600 0.486 
-119.25 41.25 0.230 0.400 0.370 0.013 9.000 7.200 0.652 
43.75 59.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
-126.25 52.75 0.060 0.200 0.740 0.030 17.000 4.500 0.432 
-152.75 62.75 0.270 0.300 0.430 0.014 11.000 7.600 0.299 
112.75 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.675 
106.75 37.75 0.280 0.310 0.410 0.006 11.000 7.800 0.474 
-64.25 -40.25 0.280 0.310 0.410 0.006 11.000 7.800 0.467 
100.25 41.25 0.410 0.400 0.190 0.005 10.000 7.700 0.480 
47.75 23.25 0.180 0.280 0.540 0.004 14.000 8.100 0.400 
27.25 45.75 0.320 0.330 0.350 0.018 11.000 6.400 0.472 
37.25 3.25 0.270 0.300 0.430 0.014 11.000 7.600 0.269 
94.75 54.25 0.270 0.300 0.430 0.014 11.000 7.600 0.399 
-74.25 47.75 0.060 0.200 0.740 0.030 17.000 4.500 0.837 
32.25 24.75 0.180 0.280 0.540 0.004 14.000 8.100 0.435 
56.25 39.75 0.060 0.060 0.880 0.002 12.000 5.900 0.701 
103.75 19.75 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
-122.75 43.25 0.220 0.190 0.590 0.008 11.000 5.100 0.450 
120.75 68.25 0.210 0.420 0.370 0.017 14.000 5.100 0.625 
9.75 37.25 0.530 0.240 0.230 0.012 12.000 6.800 0.287 
105.75 72.75 0.200 0.480 0.320 0.031 17.000 6.300 0.801 
113.25 61.25 0.210 0.420 0.370 0.017 14.000 5.100 0.600 
-65.75 -39.25 0.180 0.200 0.620 0.004 12.000 7.900 0.360 
140.75 -6.25 0.260 0.190 0.550 0.009 13.000 5.300 0.422 
-149.75 69.25 0.200 0.480 0.320 0.031 17.000 6.300 0.500 
-73.25 55.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
27.25 1.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-64.75 -26.25 0.230 0.320 0.450 0.009 11.000 7.000 0.494 
162.75 60.25 0.200 0.480 0.320 0.031 17.000 6.300 0.449 
-102.25 76.25 0.082 0.369 0.549 0.020 11.000 5.917 0.539 
11.25 14.25 0.050 0.060 0.890 0.004 11.000 6.400 0.700 
40.25 -10.75 0.060 0.050 0.890 0.004 13.000 5.600 0.397 
131.75 -29.25 0.060 0.050 0.890 0.004 13.000 5.600 0.357 
45.75 -24.25 0.320 0.280 0.400 0.011 10.000 6.700 0.445 
6.75 29.25 0.060 0.060 0.880 0.002 12.000 5.900 0.611 
-75.25 -1.75 0.350 0.110 0.540 0.010 13.000 4.500 0.492 
-23.75 72.25 0.220 0.190 0.590 0.008 11.000 5.100 0.332 
25.75 54.25 0.100 0.400 0.500 0.011 11.000 5.500 0.950 
101.75 37.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
109.25 64.75 0.210 0.420 0.370 0.017 14.000 5.100 0.577 
140.25 42.75 0.240 0.330 0.430 0.014 12.000 5.100 0.250 
-91.25 34.75 0.320 0.300 0.380 0.014 11.000 4.900 0.291 
-48.25 -2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.294 
-83.25 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-7.25 22.25 0.170 0.270 0.560 0.004 9.000 8.000 0.375 
-116.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
84.75 65.75 0.320 0.300 0.380 0.014 11.000 4.900 0.500 
-105.75 30.75 0.190 0.260 0.550 0.007 10.000 7.900 0.357 
63.75 38.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
161.75 61.75 0.270 0.300 0.430 0.014 11.000 7.600 0.353 
35.75 -1.75 0.320 0.280 0.400 0.011 10.000 6.700 0.483 
-69.75 -10.75 0.250 0.240 0.510 0.009 11.000 4.800 0.361 
-74.75 -4.75 0.250 0.240 0.510 0.009 11.000 4.800 0.424 
111.75 63.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
-6.75 17.75 0.060 0.060 0.880 0.002 12.000 5.900 0.845 
48.25 37.75 0.230 0.280 0.490 0.007 10.000 8.000 0.461 
66.25 60.25 0.410 0.330 0.260 0.307 21.000 4.400 0.972 
18.25 24.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
32.25 26.75 0.180 0.280 0.540 0.004 14.000 8.100 0.444 
-82.75 69.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
126.75 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.398 
-53.25 -5.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-71.25 -41.75 0.240 0.310 0.450 0.010 11.000 6.600 0.517 
113.75 69.25 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
70.75 49.25 0.230 0.400 0.370 0.013 9.000 7.200 0.550 
29.75 -31.75 0.317 0.195 0.488 0.010 11.410 5.522 0.400 
90.25 73.25 0.200 0.480 0.320 0.031 17.000 6.300 0.601 
-69.75 -54.75 0.270 0.300 0.430 0.014 11.000 7.600 0.379 
115.25 27.75 0.530 0.240 0.230 0.012 12.000 6.800 0.408 
3.75 9.75 0.190 0.160 0.650 0.007 12.000 6.200 0.500 
46.25 51.75 0.280 0.480 0.240 0.022 11.000 7.000 0.526 
-118.75 60.25 0.210 0.610 0.180 0.353 17.000 4.800 0.617 
25.25 53.75 0.100 0.400 0.500 0.011 11.000 5.500 0.742 
96.75 67.25 0.270 0.300 0.430 0.014 11.000 7.600 0.363 
-114.75 52.25 0.130 0.290 0.580 0.006 11.000 6.200 0.797 
120.25 72.25 0.200 0.480 0.320 0.031 17.000 6.300 0.800 
77.75 19.75 0.270 0.240 0.490 0.008 10.000 6.400 0.368 
-45.75 -4.25 0.350 0.110 0.540 0.010 13.000 4.500 0.589 
-63.25 9.75 0.250 0.240 0.510 0.009 11.000 4.800 0.467 
41.75 25.25 0.170 0.270 0.560 0.004 9.000 8.000 0.640 
49.25 -12.75 0.480 0.160 0.360 0.012 12.000 5.400 0.375 
-69.75 58.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
-105.25 64.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
24.75 65.25 0.076 0.211 0.713 0.029 16.561 4.553 0.490 
-63.75 -17.75 0.270 0.300 0.430 0.014 11.000 7.600 0.376 
34.75 29.75 0.270 0.300 0.430 0.014 11.000 7.600 0.487 
-14.75 23.75 0.170 0.270 0.560 0.004 9.000 8.000 0.353 
-101.75 31.25 0.180 0.280 0.540 0.004 14.000 8.100 0.463 
89.25 48.25 0.270 0.300 0.430 0.014 11.000 7.600 0.377 
21.25 5.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-101.25 19.25 0.240 0.310 0.450 0.010 11.000 6.600 0.481 
34.25 -19.75 0.050 0.050 0.900 0.003 13.000 5.700 0.534 
64.25 37.75 0.060 0.060 0.880 0.002 12.000 5.900 0.627 
63.25 63.75 0.190 0.520 0.290 0.015 11.000 5.300 0.544 
-64.75 -9.75 0.350 0.110 0.540 0.010 13.000 4.500 0.400 
127.75 0.25 0.060 0.050 0.890 0.004 13.000 5.600 0.420 
-44.25 -6.25 0.060 0.050 0.890 0.004 13.000 5.600 0.519 
102.75 -0.25 0.410 0.330 0.260 0.307 21.000 4.400 0.674 
55.25 23.75 0.060 0.060 0.880 0.002 12.000 5.900 0.917 
122.25 0.75 0.360 0.250 0.390 0.022 13.000 5.000 0.602 
6.25 47.25 0.320 0.280 0.400 0.011 10.000 6.700 0.329 
78.25 33.25 0.240 0.310 0.450 0.010 11.000 6.600 0.342 
3.75 26.75 0.270 0.300 0.430 0.014 11.000 7.600 0.756 
-4.75 57.75 0.100 0.320 0.580 0.053 21.000 4.400 0.500 
-5.25 7.25 0.260 0.190 0.550 0.009 13.000 5.300 0.582 
-69.25 54.75 0.210 0.610 0.180 0.353 17.000 4.800 0.327 
106.25 29.75 0.220 0.190 0.590 0.008 11.000 5.100 0.571 
-116.75 34.25 0.180 0.200 0.620 0.004 12.000 7.900 0.551 
87.25 46.25 0.170 0.270 0.560 0.004 9.000 8.000 0.528 
22.75 22.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
-91.75 64.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
67.75 44.25 0.230 0.280 0.490 0.007 10.000 8.000 0.416 
-62.75 -4.75 0.350 0.110 0.540 0.010 13.000 4.500 0.299 
125.75 71.75 0.200 0.480 0.320 0.031 17.000 6.300 0.616 
-109.25 61.75 0.240 0.330 0.430 0.014 12.000 5.100 0.296 
-56.25 -31.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-123.25 43.25 0.220 0.190 0.590 0.008 11.000 5.100 0.600 
116.25 61.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
32.75 9.75 0.540 0.290 0.170 0.008 11.000 7.900 0.633 
-76.25 5.75 0.240 0.330 0.430 0.014 12.000 5.100 0.358 
-87.75 33.25 0.220 0.190 0.590 0.008 11.000 5.100 0.566 
147.75 -35.25 0.270 0.240 0.490 0.008 10.000 6.400 0.469 
139.75 70.25 0.210 0.420 0.370 0.017 14.000 5.100 0.422 
167.25 -15.25 0.192 0.214 0.594 0.008 11.052 6.371 0.356 
127.75 -16.25 0.130 0.190 0.680 0.006 11.000 6.500 0.500 
3.75 23.75 0.130 0.190 0.680 0.006 11.000 6.500 0.500 
19.75 -12.25 0.060 0.050 0.890 0.004 13.000 5.600 0.444 
-99.25 29.75 0.320 0.400 0.280 0.014 10.000 7.400 1.000 
-134.75 62.75 0.240 0.310 0.450 0.010 11.000 6.600 0.632 
17.25 14.25 0.050 0.060 0.890 0.004 11.000 6.400 0.933 
112.25 40.25 0.320 0.400 0.280 0.014 10.000 7.400 0.483 
-103.75 67.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
14.75 25.25 0.170 0.270 0.560 0.004 9.000 8.000 0.498 
-89.25 38.25 0.180 0.260 0.560 0.008 10.000 5.700 0.500 
-59.75 -14.25 0.390 0.170 0.440 0.013 12.000 4.900 0.479 
150.25 63.25 0.270 0.300 0.430 0.014 11.000 7.600 0.382 
-49.75 69.25 0.259 0.309 0.431 0.017 11.257 7.337 0.474 
146.75 -32.25 0.180 0.200 0.620 0.004 12.000 7.900 0.274 
30.25 5.75 0.370 0.120 0.510 0.014 15.000 4.900 0.348 
69.25 58.75 0.100 0.400 0.500 0.011 11.000 5.500 0.417 
30.75 -30.25 0.240 0.310 0.450 0.010 11.000 6.600 0.763 
13.25 31.75 0.280 0.310 0.410 0.006 11.000 7.800 0.540 
126.25 6.25 0.319 0.230 0.451 0.011 10.414 5.464 0.371 
48.25 36.75 0.230 0.280 0.490 0.007 10.000 8.000 0.505 
43.75 60.25 0.140 0.480 0.380 0.018 12.000 5.000 0.500 
131.75 -29.75 0.280 0.310 0.410 0.006 11.000 7.800 0.308 
109.25 37.25 0.280 0.370 0.350 0.007 10.000 8.000 0.620 
-65.75 -30.75 0.230 0.280 0.490 0.007 10.000 8.000 0.551 
45.25 49.75 0.320 0.400 0.280 0.014 10.000 7.400 0.548 
41.75 48.25 0.320 0.400 0.280 0.014 10.000 7.400 0.828 
-99.25 42.25 0.130 0.190 0.680 0.006 11.000 6.500 1.000 
111.25 58.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-71.75 -5.25 0.350 0.110 0.540 0.010 13.000 4.500 0.444 
109.25 -7.25 0.250 0.440 0.310 0.052 12.000 6.000 0.430 
11.25 34.75 0.217 0.298 0.485 0.010 10.577 7.428 0.368 
108.75 23.75 0.270 0.300 0.430 0.014 11.000 7.600 0.405 
63.25 54.75 0.280 0.410 0.310 0.012 11.000 7.500 0.603 
-82.75 28.25 0.170 0.240 0.590 0.010 13.000 5.200 0.523 
-134.75 67.75 0.230 0.320 0.450 0.009 11.000 7.000 0.576 
-74.75 6.75 0.240 0.330 0.430 0.014 12.000 5.100 0.533 
-15.75 19.75 0.050 0.060 0.890 0.004 11.000 6.400 0.444 
29.75 21.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
129.75 -18.25 0.180 0.200 0.620 0.004 12.000 7.900 0.380 
-84.75 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-149.75 61.75 0.060 0.200 0.740 0.030 17.000 4.500 0.600 
-63.75 49.25 0.183 0.289 0.529 0.019 13.587 4.912 0.656 
104.75 28.75 0.320 0.280 0.400 0.011 10.000 6.700 0.549 
-70.75 -48.25 0.180 0.200 0.620 0.004 12.000 7.900 0.343 
5.75 8.25 0.190 0.160 0.650 0.007 12.000 6.200 0.605 
-72.25 46.75 0.060 0.200 0.740 0.030 17.000 4.500 0.765 
-109.25 45.25 0.190 0.260 0.550 0.007 10.000 7.900 0.343 
97.75 2.75 0.360 0.250 0.390 0.022 13.000 5.000 0.489 
-116.75 64.25 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
90.25 57.25 0.230 0.600 0.170 0.016 10.000 6.200 0.501 
94.25 27.75 0.220 0.190 0.590 0.008 11.000 5.100 0.456 
113.25 44.75 0.230 0.400 0.370 0.013 9.000 7.200 0.486 
38.75 4.25 0.230 0.280 0.490 0.007 10.000 8.000 0.600 
34.75 40.75 0.280 0.370 0.350 0.007 10.000 8.000 0.371 
-5.25 10.75 0.230 0.270 0.500 0.008 11.000 6.200 0.372 
139.25 35.75 0.250 0.440 0.310 0.052 12.000 6.000 0.447 
1.75 25.25 0.170 0.270 0.560 0.004 9.000 8.000 0.567 
101.75 53.75 0.100 0.400 0.500 0.011 11.000 5.500 0.416 
73.25 34.25 0.240 0.310 0.450 0.010 11.000 6.600 0.596 
15.75 43.75 0.270 0.300 0.430 0.014 11.000 7.600 0.341 
-147.75 62.25 0.270 0.300 0.430 0.014 11.000 7.600 0.328 
140.25 69.25 0.270 0.300 0.430 0.014 11.000 7.600 0.378 
-103.75 62.75 0.240 0.330 0.430 0.014 12.000 5.100 0.505 
14.75 7.75 0.370 0.240 0.390 0.010 10.000 5.490 0.529 
-101.75 66.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
42.25 8.75 0.230 0.280 0.490 0.007 10.000 8.000 0.453 
-83.25 42.75 0.200 0.220 0.580 0.008 11.000 6.200 0.594 
-70.75 -31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.432 
9.75 24.75 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
25.25 -22.75 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
-89.75 56.75 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
11.75 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.499 
-55.25 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.500 
65.25 50.25 0.320 0.400 0.280 0.014 10.000 7.400 0.488 
91.25 48.75 0.320 0.400 0.280 0.014 10.000 7.400 0.399 
-73.75 -8.75 0.350 0.110 0.540 0.010 13.000 4.500 0.372 
-111.75 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.622 
20.75 2.75 0.350 0.110 0.540 0.010 13.000 4.500 0.600 
80.25 39.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-86.25 31.75 0.260 0.190 0.550 0.009 13.000 5.300 0.527 
21.75 65.25 0.064 0.202 0.734 0.030 16.894 4.508 0.520 
-71.75 12.25 0.280 0.310 0.410 0.006 11.000 7.800 0.640 
25.75 -9.75 0.480 0.160 0.360 0.012 12.000 5.400 0.500 
31.25 62.75 0.060 0.200 0.740 0.030 17.000 4.500 0.421 
-60.75 -34.75 0.320 0.330 0.350 0.018 11.000 6.400 0.656 
78.75 21.75 0.270 0.300 0.430 0.014 11.000 7.600 0.279 
-51.25 -27.25 0.500 0.190 0.310 0.028 16.000 4.900 0.917 
51.75 50.25 0.320 0.400 0.280 0.014 10.000 7.400 0.942 
88.25 25.25 0.240 0.310 0.450 0.010 11.000 6.600 0.358 
-127.25 62.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-121.25 37.75 0.230 0.320 0.450 0.009 11.000 7.000 0.446 
119.75 46.75 0.320 0.400 0.280 0.014 10.000 7.400 0.416 
-104.25 56.25 0.060 0.200 0.740 0.030 17.000 4.500 0.600 
142.25 62.75 0.270 0.300 0.430 0.014 11.000 7.600 0.350 
140.25 35.25 0.240 0.310 0.450 0.010 11.000 6.600 0.764 
46.75 36.25 0.190 0.260 0.550 0.007 10.000 7.900 0.501 
-63.75 -32.75 0.320 0.330 0.350 0.018 11.000 6.400 0.917 
-50.75 -21.75 0.190 0.160 0.650 0.007 12.000 6.200 0.442 
60.25 37.75 0.380 0.250 0.370 0.011 9.000 7.200 0.335 
-120.75 54.75 0.240 0.310 0.450 0.010 11.000 6.600 0.472 
-62.25 -27.25 0.320 0.400 0.280 0.014 10.000 7.400 0.600 
-86.25 38.75 0.270 0.240 0.490 0.008 10.000 6.400 0.505 
56.75 46.75 0.270 0.330 0.400 0.005 10.000 8.200 0.389 
16.75 -19.75 0.430 0.270 0.300 0.009 12.000 6.900 0.420 
10.75 8.75 0.230 0.320 0.450 0.009 11.000 7.000 0.423 
60.25 35.25 0.190 0.260 0.550 0.007 10.000 7.900 0.337 
75.75 70.25 0.400 0.350 0.250 0.384 15.000 5.900 0.942 
104.25 35.75 0.230 0.280 0.490 0.007 10.000 8.000 0.893 
-135.75 65.75 0.130 0.190 0.680 0.006 11.000 6.500 0.700 
-18.75 63.25 0.269 0.302 0.428 0.036 11.834 7.198 0.594 
94.25 38.25 0.170 0.270 0.560 0.004 9.000 8.000 0.647 
53.75 65.75 0.050 0.150 0.800 0.018 19.000 4.700 0.483 
95.75 27.75 0.220 0.190 0.590 0.008 11.000 5.100 0.375 
23.25 53.75 0.100 0.400 0.500 0.011 11.000 5.500 0.318 
146.75 -33.75 0.180 0.200 0.620 0.004 12.000 7.900 0.310 
-47.75 -23.25 0.220 0.190 0.590 0.008 11.000 5.100 0.889 
70.75 33.25 0.230 0.280 0.490 0.007 10.000 8.000 0.547 
135.75 75.25 0.196 0.476 0.327 0.031 16.806 6.290 0.683 
-131.75 52.75 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
-87.75 46.75 0.060 0.200 0.740 0.030 17.000 4.500 0.694 
-94.25 48.25 0.400 0.350 0.250 0.384 15.000 5.900 0.593 
-83.75 64.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-83.25 53.75 0.210 0.610 0.180 0.353 17.000 4.800 1.000 
-93.75 49.75 0.410 0.330 0.260 0.307 21.000 4.400 0.479 
-0.75 24.25 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
95.75 30.75 0.320 0.400 0.280 0.014 10.000 7.400 0.333 
23.75 38.25 0.270 0.240 0.490 0.008 10.000 6.400 0.492 
155.75 50.75 0.274 0.392 0.334 0.077 12.955 6.148 0.605 
-95.75 62.75 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
123.75 53.75 0.270 0.300 0.430 0.014 11.000 7.600 0.431 
-98.25 47.25 0.280 0.480 0.240 0.022 11.000 7.000 0.684 
104.25 43.75 0.180 0.120 0.700 0.004 11.000 7.300 0.681 
-80.25 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
-61.75 -23.75 0.320 0.400 0.280 0.014 10.000 7.400 0.400 
110.25 41.75 0.180 0.120 0.700 0.004 11.000 7.300 0.661 
45.25 49.25 0.320 0.360 0.320 0.014 10.000 8.100 0.346 
37.75 56.75 0.100 0.400 0.500 0.011 11.000 5.500 0.586 
110.75 37.75 0.280 0.370 0.350 0.007 10.000 8.000 0.606 
13.25 32.25 0.280 0.310 0.410 0.006 11.000 7.800 0.450 
40.75 60.75 0.140 0.480 0.380 0.018 12.000 5.000 0.449 
48.25 35.25 0.270 0.300 0.430 0.014 11.000 7.600 0.266 
78.25 18.75 0.530 0.240 0.230 0.012 12.000 6.800 0.665 
-59.25 -23.75 0.180 0.260 0.560 0.008 10.000 5.700 0.600 
34.25 37.25 0.270 0.300 0.430 0.014 11.000 7.600 0.330 
136.75 -15.75 0.050 0.100 0.850 0.004 17.000 5.600 0.604 
-61.75 57.25 0.270 0.300 0.430 0.014 11.000 7.600 0.339 
175.75 -38.25 0.090 0.320 0.590 0.031 11.000 5.900 0.867 
-64.25 -19.25 0.270 0.240 0.490 0.008 10.000 6.400 0.490 
47.25 -21.75 0.170 0.240 0.590 0.010 13.000 5.200 0.345 
-87.75 80.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
63.75 34.75 0.270 0.300 0.430 0.014 11.000 7.600 0.387 
-89.25 36.25 0.200 0.220 0.580 0.008 11.000 6.200 0.580 
-51.75 -15.75 0.250 0.240 0.510 0.009 11.000 4.800 0.469 
48.75 45.75 0.228 0.293 0.479 0.014 11.324 7.048 0.622 
107.75 51.25 0.210 0.320 0.470 0.019 11.000 7.300 0.423 
82.25 40.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-84.25 66.75 0.080 0.370 0.550 0.020 11.000 5.900 0.601 
-110.25 44.25 0.130 0.290 0.580 0.006 11.000 6.200 0.659 
39.25 20.75 0.170 0.266 0.564 0.004 9.212 7.881 0.464 
39.25 46.25 0.300 0.370 0.330 0.018 11.000 7.000 0.700 
144.25 -14.25 0.323 0.151 0.527 0.012 13.246 5.105 0.336 
49.25 40.75 0.180 0.120 0.700 0.004 11.000 7.300 0.766 
102.25 15.25 0.320 0.300 0.380 0.014 11.000 4.900 0.422 
59.75 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.487 
136.25 51.75 0.400 0.350 0.250 0.384 15.000 5.900 0.816 
38.25 56.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
26.25 -25.25 0.540 0.290 0.170 0.008 11.000 7.900 0.499 
17.75 -12.25 0.060 0.050 0.890 0.004 13.000 5.600 0.274 
-97.75 41.25 0.230 0.400 0.370 0.013 9.000 7.200 0.861 
159.25 67.25 0.210 0.420 0.370 0.017 14.000 5.100 0.463 
15.75 -17.25 0.230 0.280 0.490 0.007 10.000 8.000 0.644 
