Lon   Lat   clay silt sand orgC CN pH cellfraction 
-63.75 -20.25 0.270 0.300 0.430 0.014 11.000 7.600 0.465 
136.25 -0.75 0.264 0.308 0.428 0.054 11.546 6.261 0.390 
-108.25 42.25 0.180 0.120 0.700 0.004 11.000 7.300 0.499 
93.75 61.75 0.210 0.420 0.370 0.017 14.000 5.100 0.559 
37.25 -11.25 0.190 0.160 0.650 0.007 12.000 6.200 0.371 
17.25 3.75 0.060 0.050 0.890 0.004 13.000 5.600 0.566 
-107.25 63.25 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
155.75 -6.75 0.230 0.360 0.410 0.034 11.000 6.400 0.319 
99.75 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.675 
24.75 -22.75 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
107.25 25.75 0.220 0.190 0.590 0.008 11.000 5.100 0.583 
41.25 44.75 0.320 0.400 0.280 0.014 10.000 7.400 0.642 
-68.75 -54.25 0.040 0.100 0.860 0.033 23.000 4.400 0.671 
106.75 51.25 0.230 0.320 0.450 0.009 11.000 7.000 0.390 
118.25 -29.25 0.060 0.050 0.890 0.004 13.000 5.600 0.458 
116.75 23.75 0.260 0.190 0.550 0.009 13.000 5.300 0.512 
51.75 35.25 0.180 0.280 0.540 0.004 14.000 8.100 0.406 
-112.25 55.25 0.410 0.330 0.260 0.307 21.000 4.400 0.487 
21.75 60.25 0.091 0.227 0.682 0.026 15.806 4.876 0.494 
142.25 44.25 0.240 0.310 0.450 0.010 11.000 6.600 0.392 
158.25 70.25 0.200 0.480 0.320 0.031 17.000 6.300 0.500 
40.25 64.75 0.050 0.150 0.800 0.018 19.000 4.700 0.500 
12.75 -4.75 0.280 0.200 0.520 0.008 10.000 6.200 0.409 
65.25 30.75 0.050 0.060 0.890 0.004 11.000 6.400 0.500 
102.75 28.25 0.220 0.190 0.590 0.008 11.000 5.100 0.420 
-90.25 77.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
57.25 53.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-136.75 59.75 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-44.25 -2.75 0.310 0.330 0.360 0.004 12.000 8.700 0.570 
-59.25 47.75 0.060 0.200 0.740 0.030 17.000 4.500 0.491 
-55.75 -33.75 0.310 0.360 0.330 0.018 11.000 6.200 0.500 
79.25 41.75 0.270 0.300 0.430 0.014 11.000 7.600 0.540 
38.25 1.25 0.130 0.190 0.680 0.006 11.000 6.500 0.294 
111.25 44.25 0.180 0.120 0.700 0.004 11.000 7.300 0.642 
31.75 25.75 0.180 0.280 0.540 0.004 14.000 8.100 0.446 
65.25 45.25 0.460 0.330 0.210 0.004 9.000 7.000 0.628 
21.75 60.75 0.060 0.200 0.740 0.030 17.000 4.500 0.536 
94.25 50.75 0.230 0.400 0.370 0.013 9.000 7.200 0.378 
11.75 65.25 0.066 0.203 0.732 0.030 16.856 4.574 0.428 
-101.75 25.75 0.280 0.310 0.410 0.006 11.000 7.800 0.438 
-57.75 -25.25 0.230 0.320 0.450 0.009 11.000 7.000 0.507 
110.25 71.75 0.210 0.420 0.370 0.017 14.000 5.100 0.399 
-142.25 63.25 0.240 0.310 0.450 0.010 11.000 6.600 0.672 
-111.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
35.25 38.25 0.230 0.280 0.490 0.007 10.000 8.000 0.294 
-91.75 69.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
80.75 51.25 0.320 0.400 0.280 0.014 10.000 7.400 0.833 
-3.25 36.75 0.240 0.310 0.450 0.010 11.000 6.600 0.569 
95.25 19.25 0.190 0.160 0.650 0.007 12.000 6.200 0.454 
32.25 14.25 0.530 0.240 0.230 0.012 12.000 6.800 0.383 
-60.25 -28.75 0.280 0.410 0.310 0.012 11.000 7.500 0.700 
106.25 60.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
2.75 27.25 0.170 0.270 0.560 0.004 9.000 8.000 0.567 
118.75 44.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-1.75 11.25 0.190 0.240 0.570 0.009 12.000 6.100 0.675 
-57.25 -6.75 0.390 0.170 0.440 0.013 12.000 4.900 0.680 
33.75 62.25 0.060 0.200 0.740 0.030 17.000 4.500 0.499 
41.25 25.25 0.170 0.270 0.560 0.004 9.000 8.000 0.659 
30.75 66.75 0.060 0.200 0.740 0.030 17.000 4.500 0.499 
26.25 54.25 0.100 0.400 0.500 0.011 11.000 5.500 0.834 
110.75 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.700 
-60.25 -27.75 0.320 0.400 0.280 0.014 10.000 7.400 0.316 
141.25 -8.25 0.250 0.240 0.510 0.009 11.000 4.800 0.556 
144.75 -29.25 0.180 0.200 0.620 0.004 12.000 7.900 0.302 
78.75 15.25 0.270 0.240 0.490 0.008 10.000 6.400 0.441 
21.25 69.25 0.270 0.300 0.430 0.014 11.000 7.600 0.372 
-72.25 61.75 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
85.25 46.25 0.170 0.270 0.560 0.004 9.000 8.000 0.583 
71.25 57.75 0.230 0.320 0.450 0.009 11.000 7.000 0.395 
29.25 -15.25 0.270 0.300 0.430 0.014 11.000 7.600 0.314 
96.25 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.407 
125.25 41.75 0.270 0.300 0.430 0.014 11.000 7.600 0.455 
16.25 18.25 0.060 0.060 0.880 0.002 12.000 5.900 0.504 
99.75 20.75 0.220 0.190 0.590 0.008 11.000 5.100 0.662 
-83.25 72.25 0.080 0.370 0.550 0.020 11.000 5.900 0.536 
30.75 67.25 0.060 0.200 0.740 0.030 17.000 4.500 0.500 
-98.75 46.75 0.280 0.480 0.240 0.022 11.000 7.000 0.600 
98.75 58.25 0.140 0.480 0.380 0.018 12.000 5.000 0.601 
101.25 57.75 0.140 0.480 0.380 0.018 12.000 5.000 0.600 
25.25 -4.25 0.370 0.240 0.390 0.010 10.000 5.490 0.600 
-84.25 81.75 0.080 0.370 0.550 0.020 11.000 5.901 1.000 
170.25 -43.75 0.240 0.330 0.430 0.014 12.000 5.100 0.508 
10.25 47.75 0.200 0.220 0.580 0.008 11.000 6.200 0.347 
-95.75 78.25 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
13.25 5.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
162.75 64.25 0.270 0.300 0.430 0.014 11.000 7.600 0.399 
49.75 30.75 0.190 0.260 0.550 0.007 10.000 7.900 0.329 
-70.75 -47.75 0.180 0.200 0.620 0.004 12.000 7.900 0.390 
-118.25 67.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
94.75 63.25 0.140 0.480 0.380 0.018 12.000 5.000 0.250 
81.25 35.25 0.270 0.300 0.430 0.014 11.000 7.600 0.552 
-69.75 4.25 0.390 0.170 0.440 0.013 12.000 4.900 0.398 
152.25 -32.75 0.187 0.227 0.586 0.007 11.855 5.997 0.368 
42.75 14.75 0.163 0.256 0.581 0.004 9.358 7.734 0.428 
34.75 16.75 0.060 0.060 0.880 0.002 12.000 5.900 0.498 
148.25 -42.75 0.179 0.238 0.583 0.008 11.368 5.900 0.407 
121.25 -8.25 0.264 0.334 0.402 0.026 11.128 6.734 0.400 
33.25 18.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
81.25 39.25 0.060 0.060 0.880 0.002 12.000 5.900 1.000 
-88.75 66.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
32.25 8.75 0.540 0.290 0.170 0.008 11.000 7.900 0.700 
-67.25 -25.25 0.180 0.200 0.620 0.004 12.000 7.900 0.467 
146.25 -32.25 0.180 0.200 0.620 0.004 12.000 7.900 0.375 
134.25 63.75 0.270 0.300 0.430 0.014 11.000 7.600 0.392 
41.75 31.75 0.180 0.280 0.540 0.004 14.000 8.100 0.600 
-98.75 28.75 0.270 0.240 0.490 0.008 10.000 6.400 0.560 
-104.75 37.25 0.130 0.190 0.680 0.006 11.000 6.500 0.352 
-61.25 -12.25 0.220 0.190 0.590 0.008 11.000 5.100 0.514 
58.75 55.25 0.240 0.510 0.250 0.016 10.000 6.600 0.603 
-93.25 76.75 0.080 0.370 0.550 0.020 11.000 5.900 0.986 
8.75 20.75 0.270 0.300 0.430 0.014 11.000 7.600 0.970 
-48.25 -7.75 0.060 0.050 0.890 0.004 13.000 5.600 0.700 
-66.75 58.25 0.270 0.300 0.430 0.014 11.000 7.600 0.572 
122.25 -30.75 0.180 0.200 0.620 0.004 12.000 7.900 0.373 
146.75 62.75 0.270 0.300 0.430 0.014 11.000 7.600 0.343 
98.25 27.25 0.220 0.190 0.590 0.008 11.000 5.100 0.484 
-108.75 70.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
-58.75 -7.75 0.060 0.050 0.890 0.004 13.000 5.600 0.544 
46.25 5.75 0.180 0.280 0.540 0.004 14.000 8.100 0.471 
18.25 -16.75 0.190 0.160 0.650 0.007 12.000 6.200 0.444 
-105.75 56.25 0.060 0.200 0.740 0.030 17.000 4.500 0.600 
119.75 -25.75 0.170 0.270 0.560 0.004 9.000 8.000 0.530 
76.25 54.75 0.280 0.480 0.240 0.022 11.000 7.000 0.526 
148.25 59.25 0.203 0.423 0.374 0.064 12.246 5.676 0.562 
102.75 19.25 0.220 0.190 0.590 0.008 11.000 5.100 0.700 
111.25 -7.75 0.410 0.260 0.330 0.008 10.000 7.000 0.469 
-49.75 -15.75 0.390 0.170 0.440 0.013 12.000 4.900 0.681 
126.25 62.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
18.75 -18.75 0.050 0.060 0.890 0.004 11.000 6.400 0.375 
46.25 44.75 0.230 0.400 0.370 0.013 9.000 7.200 0.376 
20.25 18.25 0.270 0.300 0.430 0.014 11.000 7.600 0.496 
-99.75 17.75 0.200 0.220 0.580 0.008 11.000 6.200 0.363 
38.25 -1.25 0.190 0.160 0.650 0.007 12.000 6.200 0.581 
147.25 -21.25 0.170 0.220 0.610 0.005 12.000 6.200 0.442 
75.25 28.25 0.060 0.060 0.880 0.002 12.000 5.900 0.526 
-49.25 -24.25 0.390 0.170 0.440 0.013 12.000 4.900 0.458 
14.25 63.75 0.060 0.200 0.740 0.030 17.000 4.500 0.642 
-40.75 -20.25 0.390 0.170 0.440 0.013 12.000 4.900 0.444 
-112.25 53.25 0.280 0.410 0.310 0.012 11.000 7.500 0.477 
161.25 66.25 0.270 0.300 0.430 0.014 11.000 7.600 0.367 
106.25 22.75 0.220 0.190 0.590 0.008 11.000 5.100 0.434 
-51.25 -17.25 0.540 0.200 0.260 0.014 13.000 4.900 0.550 
57.25 19.25 0.180 0.280 0.540 0.004 14.000 8.100 0.444 
96.75 30.75 0.270 0.300 0.430 0.014 11.000 7.600 0.356 
15.75 2.75 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
-120.75 72.25 0.080 0.370 0.550 0.020 11.000 5.900 0.992 
16.75 79.25 0.195 0.217 0.588 0.009 12.180 7.157 0.498 
-55.25 -7.25 0.390 0.170 0.440 0.013 12.000 4.900 0.700 
41.25 9.75 0.280 0.310 0.410 0.006 11.000 7.800 0.629 
138.75 48.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
-102.75 53.25 0.130 0.290 0.580 0.006 11.000 6.200 0.642 
148.75 -30.25 0.540 0.290 0.170 0.008 11.000 7.900 0.368 
27.25 -29.75 0.180 0.260 0.560 0.008 10.000 5.700 0.334 
122.75 11.75 0.347 0.237 0.416 0.010 10.123 5.593 0.383 
104.25 36.25 0.230 0.280 0.490 0.007 10.000 8.000 0.823 
-62.25 9.75 0.310 0.330 0.360 0.004 12.000 8.700 0.523 
-83.75 15.75 0.281 0.272 0.446 0.123 15.551 4.958 0.326 
-105.25 48.25 0.230 0.400 0.370 0.013 9.000 7.200 0.700 
124.25 70.25 0.210 0.420 0.370 0.017 14.000 5.100 0.400 
-76.25 8.75 0.200 0.220 0.580 0.008 11.000 6.200 0.379 
127.25 39.75 0.240 0.310 0.450 0.010 11.000 6.600 0.531 
112.75 36.25 0.320 0.280 0.400 0.011 10.000 6.700 0.792 
37.25 8.25 0.280 0.200 0.520 0.008 10.000 6.200 0.439 
-160.25 55.25 0.205 0.307 0.488 0.020 11.041 6.950 0.387 
68.25 31.25 0.180 0.280 0.540 0.004 14.000 8.100 0.333 
46.75 17.75 0.060 0.060 0.880 0.002 12.000 5.900 0.523 
-103.75 64.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-88.25 30.75 0.260 0.190 0.550 0.009 13.000 5.300 0.416 
105.75 60.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
9.25 54.75 0.040 0.100 0.860 0.033 23.000 4.400 0.438 
-99.25 27.25 0.530 0.240 0.230 0.012 12.000 6.800 0.569 
9.25 18.25 0.270 0.300 0.430 0.014 11.000 7.600 1.000 
-64.25 6.25 0.390 0.170 0.440 0.013 12.000 4.900 0.346 
115.75 63.75 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
-91.25 63.75 0.080 0.370 0.550 0.020 11.000 5.900 0.599 
129.25 -16.75 0.280 0.310 0.410 0.006 11.000 7.800 0.373 
-74.25 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.400 
23.75 70.25 0.270 0.300 0.430 0.014 11.000 7.600 0.322 
111.75 73.75 0.200 0.480 0.320 0.031 17.000 6.300 0.592 
51.75 28.25 0.190 0.260 0.550 0.007 10.000 7.900 0.375 
-58.75 -10.25 0.060 0.050 0.890 0.004 13.000 5.600 0.448 
74.25 30.25 0.170 0.270 0.560 0.004 9.000 8.000 0.875 
-58.75 -27.75 0.260 0.520 0.220 0.018 11.000 6.000 0.370 
110.25 57.25 0.270 0.300 0.430 0.014 11.000 7.600 0.320 
136.75 59.25 0.270 0.300 0.430 0.014 11.000 7.600 0.340 
108.75 40.25 0.060 0.060 0.880 0.002 12.000 5.900 0.583 
19.75 20.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
111.25 76.25 0.200 0.480 0.320 0.031 17.000 6.300 0.528 
69.75 40.25 0.280 0.310 0.410 0.006 11.000 7.800 0.891 
-11.25 11.25 0.270 0.300 0.430 0.014 11.000 7.600 0.618 
-76.75 -4.25 0.350 0.110 0.540 0.010 13.000 4.500 0.322 
53.25 31.75 0.180 0.280 0.540 0.004 14.000 8.100 0.396 
42.25 55.25 0.100 0.400 0.500 0.011 11.000 5.500 0.861 
137.25 56.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-69.25 -29.75 0.170 0.270 0.560 0.004 9.000 8.000 0.540 
7.25 15.75 0.130 0.190 0.680 0.006 11.000 6.500 0.700 
13.25 56.75 0.060 0.200 0.740 0.030 17.000 4.500 0.522 
160.75 54.75 0.250 0.440 0.310 0.052 12.000 6.000 0.614 
47.75 42.25 0.270 0.300 0.430 0.014 11.000 7.600 0.416 
-91.75 76.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
46.75 41.25 0.320 0.280 0.400 0.011 10.000 6.700 0.431 
-73.75 9.25 0.230 0.320 0.450 0.009 11.000 7.000 0.413 
16.75 57.25 0.189 0.262 0.549 0.018 13.602 5.771 0.449 
126.25 58.75 0.210 0.420 0.370 0.017 14.000 5.100 0.683 
109.25 76.75 0.200 0.480 0.320 0.031 17.000 6.300 0.601 
7.25 5.25 0.370 0.240 0.390 0.010 10.000 5.490 0.423 
70.75 50.75 0.320 0.400 0.280 0.014 10.000 7.400 0.702 
13.75 -4.25 0.350 0.110 0.540 0.010 13.000 4.500 0.429 
8.75 7.75 0.260 0.190 0.550 0.009 13.000 5.300 0.357 
-45.25 -10.25 0.390 0.170 0.440 0.013 12.000 4.900 0.578 
60.25 33.75 0.270 0.330 0.400 0.005 10.000 8.200 0.502 
23.25 -9.25 0.350 0.110 0.540 0.010 13.000 4.500 0.405 
42.75 25.75 0.170 0.270 0.560 0.004 9.000 8.000 0.640 
120.75 -29.25 0.170 0.270 0.560 0.004 9.000 8.000 0.496 
89.75 51.75 0.270 0.300 0.430 0.014 11.000 7.600 0.367 
29.25 0.25 0.390 0.170 0.440 0.013 12.000 4.900 0.525 
108.25 25.75 0.260 0.190 0.550 0.009 13.000 5.300 0.435 
3.25 33.25 0.270 0.300 0.430 0.014 11.000 7.600 0.462 
-103.25 42.25 0.230 0.400 0.370 0.013 9.000 7.200 0.522 
115.75 3.25 0.360 0.250 0.390 0.022 13.000 5.000 0.557 
-77.25 39.75 0.220 0.190 0.590 0.008 11.000 5.100 0.464 
-113.75 67.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
27.25 21.75 0.060 0.060 0.880 0.002 12.000 5.900 0.486 
31.25 3.75 0.390 0.170 0.440 0.013 12.000 4.900 0.464 
93.75 57.25 0.270 0.300 0.430 0.014 11.000 7.600 0.442 
-105.25 61.75 0.240 0.330 0.430 0.014 12.000 5.100 0.700 
46.75 20.25 0.060 0.060 0.880 0.002 12.000 5.900 0.489 
-95.25 45.25 0.320 0.330 0.350 0.018 11.000 6.400 0.350 
165.75 68.25 0.270 0.300 0.430 0.014 11.000 7.600 0.379 
10.25 1.75 0.390 0.170 0.440 0.013 12.000 4.900 0.551 
93.75 50.25 0.060 0.060 0.880 0.002 12.000 5.900 0.445 
30.75 47.75 0.280 0.480 0.240 0.022 11.000 7.000 0.700 
-95.25 73.75 0.080 0.370 0.550 0.020 11.000 5.900 0.552 
-135.75 64.75 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
-42.75 -10.25 0.170 0.240 0.590 0.010 13.000 5.200 0.462 
59.25 29.25 0.180 0.280 0.540 0.004 14.000 8.100 0.475 
51.25 58.75 0.100 0.400 0.500 0.011 11.000 5.500 0.570 
-148.25 67.75 0.200 0.480 0.320 0.031 17.000 6.300 0.398 
-81.75 71.25 0.080 0.370 0.550 0.020 11.000 5.900 0.500 
22.25 17.25 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-51.75 -1.75 0.350 0.110 0.540 0.010 13.000 4.500 0.320 
30.75 21.75 0.170 0.270 0.560 0.004 9.000 8.000 0.600 
68.25 31.75 0.180 0.280 0.540 0.004 14.000 8.100 0.333 
47.25 18.75 0.060 0.060 0.880 0.002 12.000 5.900 0.917 
110.75 41.25 0.230 0.400 0.370 0.013 9.000 7.200 0.399 
27.25 -10.25 0.530 0.240 0.230 0.012 12.000 6.800 0.340 
-108.25 48.75 0.230 0.400 0.370 0.013 9.000 7.200 0.492 
114.25 42.75 0.230 0.400 0.370 0.013 9.000 7.200 0.636 
-63.75 53.75 0.060 0.200 0.740 0.030 17.000 4.500 1.000 
-62.75 2.25 0.390 0.170 0.440 0.013 12.000 4.900 0.659 
20.25 6.25 0.390 0.170 0.440 0.013 12.000 4.900 0.647 
90.75 26.75 0.220 0.190 0.590 0.008 11.000 5.100 0.459 
169.25 69.25 0.208 0.475 0.317 0.045 16.919 6.284 0.611 
12.25 -16.25 0.230 0.280 0.490 0.007 10.000 8.000 0.386 
78.25 49.75 0.230 0.400 0.370 0.013 9.000 7.200 0.450 
16.75 -29.25 0.060 0.114 0.826 0.004 16.541 5.708 0.536 
124.75 1.25 0.240 0.310 0.450 0.010 11.000 6.600 0.419 
23.75 52.25 0.100 0.300 0.600 0.032 18.000 4.700 0.471 
-114.75 39.75 0.180 0.200 0.620 0.004 12.000 7.900 0.600 
68.75 71.25 0.400 0.350 0.250 0.384 15.000 5.900 0.443 
139.75 -19.25 0.270 0.300 0.430 0.014 11.000 7.600 0.266 
-68.75 -53.75 0.310 0.360 0.330 0.018 11.000 6.200 0.652 
169.25 67.25 0.270 0.300 0.430 0.014 11.000 7.600 0.386 
105.75 46.75 0.230 0.400 0.370 0.013 9.000 7.200 0.675 
12.25 20.25 0.170 0.270 0.560 0.004 9.000 8.000 0.986 
96.75 64.25 0.210 0.420 0.370 0.017 14.000 5.100 0.605 
-99.75 41.75 0.130 0.190 0.680 0.006 11.000 6.500 0.639 
144.25 -6.25 0.240 0.330 0.430 0.014 12.000 5.100 0.463 
130.75 30.75 0.249 0.380 0.371 0.039 11.709 6.021 0.444 
-69.25 63.25 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
-62.25 -36.75 0.320 0.330 0.350 0.018 11.000 6.400 0.487 
122.25 9.75 0.273 0.234 0.493 0.011 10.755 5.453 0.365 
9.25 12.25 0.050 0.050 0.900 0.003 13.000 5.700 0.470 
93.75 26.75 0.220 0.190 0.590 0.008 11.000 5.100 0.374 
43.25 21.25 0.180 0.280 0.540 0.004 14.000 8.100 0.496 
30.75 -22.25 0.210 0.210 0.580 0.005 10.000 8.000 0.305 
41.75 44.75 0.320 0.400 0.280 0.014 10.000 7.400 0.389 
146.25 -41.25 0.370 0.240 0.390 0.010 10.000 5.490 0.391 
-140.25 60.75 0.252 0.288 0.459 0.013 11.018 7.396 0.359 
-144.25 61.25 0.270 0.300 0.430 0.014 11.000 7.600 0.302 
144.75 -33.25 0.540 0.290 0.170 0.008 11.000 7.900 0.500 
148.75 74.75 0.200 0.480 0.320 0.031 17.000 6.300 0.700 
106.25 61.25 0.210 0.420 0.370 0.017 14.000 5.100 0.700 
-115.75 49.75 0.240 0.330 0.430 0.014 12.000 5.100 0.559 
113.75 41.75 0.320 0.400 0.280 0.014 10.000 7.400 0.973 
-94.25 52.25 0.060 0.200 0.740 0.030 17.000 4.500 0.700 
-69.75 78.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
87.75 31.75 0.270 0.300 0.430 0.014 11.000 7.600 0.500 
-128.25 61.25 0.240 0.310 0.450 0.010 11.000 6.600 0.600 
79.75 62.75 0.260 0.290 0.450 0.010 11.000 6.200 0.600 
-19.25 64.25 0.090 0.320 0.590 0.031 11.000 5.900 0.483 
96.25 64.75 0.210 0.420 0.370 0.017 14.000 5.100 0.600 
48.25 21.25 0.180 0.280 0.540 0.004 14.000 8.100 0.611 
107.25 62.75 0.210 0.420 0.370 0.017 14.000 5.100 0.600 
8.25 47.75 0.240 0.330 0.430 0.014 12.000 5.100 0.399 
-45.75 -23.75 0.240 0.330 0.430 0.014 12.000 5.100 0.307 
79.25 53.75 0.280 0.480 0.240 0.022 11.000 7.000 0.359 
109.25 69.75 0.270 0.300 0.430 0.014 11.000 7.600 0.390 
141.75 68.75 0.210 0.420 0.370 0.017 14.000 5.100 0.318 
-80.75 22.75 0.280 0.200 0.520 0.008 10.000 6.200 0.451 
19.25 26.25 0.180 0.280 0.540 0.004 14.000 8.100 0.455 
106.75 70.25 0.270 0.300 0.430 0.014 11.000 7.600 0.386 
42.25 54.75 0.100 0.400 0.500 0.011 11.000 5.500 0.917 
-64.75 -20.75 0.270 0.300 0.430 0.014 11.000 7.600 0.662 
50.25 -15.25 0.390 0.170 0.440 0.013 12.000 4.900 0.419 
114.75 67.25 0.210 0.420 0.370 0.017 14.000 5.100 0.620 
81.75 70.25 0.200 0.480 0.320 0.031 17.000 6.300 0.792 
19.75 -28.75 0.280 0.310 0.410 0.006 11.000 7.800 0.444 
92.25 39.75 0.270 0.330 0.400 0.005 10.000 8.200 0.571 
-91.75 56.25 0.210 0.610 0.180 0.353 17.000 4.800 0.700 
25.75 50.75 0.100 0.400 0.500 0.011 11.000 5.500 0.473 
100.25 34.75 0.410 0.330 0.260 0.307 21.000 4.400 0.512 
-121.75 67.75 0.080 0.370 0.550 0.020 11.000 5.900 0.600 
114.25 1.75 0.220 0.190 0.590 0.008 11.000 5.100 0.444 
133.25 65.75 0.270 0.300 0.430 0.014 11.000 7.600 0.392 
-92.25 43.75 0.310 0.360 0.330 0.018 11.000 6.200 0.368 
-59.75 -29.25 0.280 0.410 0.310 0.012 11.000 7.500 0.350 
117.75 38.25 0.310 0.330 0.360 0.004 12.000 8.700 0.468 
115.25 41.75 0.320 0.400 0.280 0.014 10.000 7.400 1.000 
97.75 48.25 0.270 0.300 0.430 0.014 11.000 7.600 0.499 
82.25 17.25 0.280 0.200 0.520 0.008 10.000 6.200 0.540 
104.75 16.75 0.320 0.300 0.380 0.014 11.000 4.900 0.314 
65.25 55.75 0.100 0.400 0.500 0.011 11.000 5.500 0.359 
-4.75 54.25 0.260 0.320 0.419 0.053 13.366 5.204 0.433 
-7.75 12.25 0.190 0.160 0.650 0.007 12.000 6.200 0.912 
9.75 46.75 0.270 0.300 0.430 0.014 11.000 7.600 0.444 
-55.75 -26.25 0.370 0.240 0.390 0.010 10.000 5.490 0.667 
-44.25 -17.25 0.270 0.300 0.430 0.014 11.000 7.600 0.269 
60.25 47.25 0.260 0.250 0.490 0.007 11.000 7.800 0.369 
-54.75 49.75 0.067 0.204 0.729 0.030 16.793 4.590 0.497 
14.75 59.75 0.060 0.200 0.740 0.030 17.000 4.500 0.696 
124.25 -31.75 0.280 0.310 0.410 0.006 11.000 7.800 0.500 
45.25 2.75 0.540 0.290 0.170 0.008 11.000 7.900 0.368 
-9.25 39.75 0.229 0.312 0.460 0.014 11.778 6.701 0.384 
83.75 33.75 0.270 0.300 0.430 0.014 11.000 7.600 0.501 
47.75 62.25 0.140 0.480 0.380 0.018 12.000 5.000 0.500 
74.25 29.75 0.170 0.270 0.560 0.004 9.000 8.000 0.748 
41.25 39.75 0.320 0.400 0.280 0.014 10.000 7.400 0.352 
-158.75 61.75 0.060 0.200 0.740 0.030 17.000 4.500 0.525 
105.75 10.25 0.290 0.300 0.410 0.010 11.000 6.200 0.361 
-50.75 70.25 0.270 0.300 0.430 0.014 11.000 7.600 0.438 
119.75 35.75 0.270 0.300 0.430 0.014 11.000 7.600 0.395 
150.25 -31.75 0.530 0.240 0.230 0.012 12.000 6.800 0.764 
-107.75 46.25 0.190 0.260 0.550 0.007 10.000 7.900 0.600 
-92.75 79.75 0.080 0.370 0.550 0.020 11.000 5.900 1.000 
76.25 30.25 0.280 0.310 0.410 0.006 11.000 7.800 0.701 
70.25 71.25 0.200 0.480 0.320 0.031 17.000 6.300 0.440 
99.25 30.25 0.270 0.300 0.430 0.014 11.000 7.600 0.356 
-4.75 42.25 0.280 0.370 0.350 0.007 10.000 8.000 0.450 
-48.75 -24.75 0.220 0.190 0.590 0.008 11.000 5.100 0.730 
-163.75 69.25 0.201 0.478 0.321 0.032 16.948 6.291 0.538 
38.25 -9.75 0.180 0.260 0.560 0.008 10.000 5.700 0.357 
117.25 -0.75 0.220 0.270 0.510 0.011 10.000 5.000 0.393 
-61.75 -15.75 0.220 0.190 0.590 0.008 11.000 5.100 0.482 
23.75 4.75 0.390 0.170 0.440 0.013 12.000 4.900 0.422 
33.75 54.25 0.100 0.400 0.500 0.011 11.000 5.500 1.000 
-100.75 41.25 0.130 0.190 0.680 0.006 11.000 6.500 0.972 
106.25 36.75 0.270 0.300 0.430 0.014 11.000 7.600 0.374 
-118.75 45.75 0.320 0.400 0.280 0.014 10.000 7.400 0.448 
73.25 67.75 0.343 0.375 0.283 0.219 19.727 4.988 0.766 
24.75 -11.25 0.390 0.170 0.440 0.013 12.000 4.900 0.529 
24.25 25.75 0.270 0.300 0.430 0.014 11.000 7.600 0.583 
-58.25 -25.75 0.230 0.320 0.450 0.009 11.000 7.000 0.400 
-10.25 23.25 0.060 0.060 0.880 0.002 12.000 5.900 0.340 
48.25 9.75 0.220 0.410 0.370 0.005 9.000 7.900 0.389 
-5.75 16.75 0.130 0.190 0.680 0.006 11.000 6.500 1.000 
-61.75 -16.25 0.190 0.160 0.650 0.007 12.000 6.200 0.436 
-0.75 15.75 0.130 0.190 0.680 0.006 11.000 6.500 0.506 
128.25 46.75 0.270 0.300 0.430 0.014 11.000 7.600 0.431 
110.75 51.25 0.270 0.300 0.430 0.014 11.000 7.600 0.261 
166.75 68.25 0.270 0.300 0.430 0.014 11.000 7.600 0.378 
40.25 -1.75 0.190 0.160 0.650 0.007 12.000 6.200 0.441 
