Year,Scenario,RCMIP_total,RCMIP_agri,RCMIP_nonagri,Our_agri,New_total,Period
1900,SSP1-2.6,1.356163,1.189643,0.16652,1.189643,1.356163,pre-inventory
1901,SSP1-2.6,1.369103,1.197525,0.171579,1.197525,1.369103,pre-inventory
1902,SSP1-2.6,1.384515,1.208382,0.176133,1.208382,1.384515,pre-inventory
1903,SSP1-2.6,1.399355,1.21679,0.182566,1.21679,1.399355,pre-inventory
1904,SSP1-2.6,1.415598,1.227676,0.187922,1.227676,1.415598,pre-inventory
1905,SSP1-2.6,1.432563,1.237013,0.19555,1.237013,1.432563,pre-inventory
1906,SSP1-2.6,1.449952,1.247545,0.202407,1.247545,1.449952,pre-inventory
1907,SSP1-2.6,1.466752,1.25822,0.208532,1.25822,1.466752,pre-inventory
1908,SSP1-2.6,1.483125,1.269081,0.214044,1.269081,1.483125,pre-inventory
1909,SSP1-2.6,1.499101,1.279904,0.219197,1.279904,1.499101,pre-inventory
1910,SSP1-2.6,1.515945,1.289783,0.226162,1.289783,1.515945,pre-inventory
1911,SSP1-2.6,1.533706,1.305656,0.22805,1.305656,1.533706,pre-inventory
1912,SSP1-2.6,1.559234,1.325697,0.233537,1.325697,1.559234,pre-inventory
1913,SSP1-2.6,1.589117,1.351338,0.237779,1.351338,1.589117,pre-inventory
1914,SSP1-2.6,1.621623,1.380529,0.241094,1.380529,1.621623,pre-inventory
1915,SSP1-2.6,1.656958,1.412406,0.244552,1.412406,1.656958,pre-inventory
1916,SSP1-2.6,1.693364,1.443675,0.249689,1.443675,1.693364,pre-inventory
1917,SSP1-2.6,1.728659,1.476542,0.252116,1.476542,1.728659,pre-inventory
1918,SSP1-2.6,1.761607,1.506138,0.25547,1.506138,1.761607,pre-inventory
1919,SSP1-2.6,1.79147,1.53294,0.25853,1.53294,1.79147,pre-inventory
1920,SSP1-2.6,1.818808,1.556377,0.262431,1.556377,1.818808,pre-inventory
1921,SSP1-2.6,1.843607,1.576792,0.266815,1.576792,1.843607,pre-inventory
1922,SSP1-2.6,1.867742,1.598084,0.269658,1.598084,1.867742,pre-inventory
1923,SSP1-2.6,1.893417,1.618957,0.27446,1.618957,1.893417,pre-inventory
1924,SSP1-2.6,1.920281,1.642291,0.27799,1.642291,1.920281,pre-inventory
1925,SSP1-2.6,1.944747,1.66233,0.282417,1.66233,1.944747,pre-inventory
1926,SSP1-2.6,1.968033,1.682936,0.285097,1.682936,1.968033,pre-inventory
1927,SSP1-2.6,1.990269,1.700611,0.289658,1.700611,1.990269,pre-inventory
1928,SSP1-2.6,2.010725,1.717144,0.293581,1.717144,2.010725,pre-inventory
1929,SSP1-2.6,2.028075,1.731912,0.296162,1.731912,2.028075,pre-inventory
1930,SSP1-2.6,2.043068,1.742334,0.300733,1.742334,2.043068,pre-inventory
1931,SSP1-2.6,2.053984,1.750697,0.303287,1.750697,2.053984,pre-inventory
1932,SSP1-2.6,2.064649,1.755452,0.309197,1.755452,2.064649,pre-inventory
1933,SSP1-2.6,2.07356,1.758047,0.315513,1.758047,2.07356,pre-inventory
1934,SSP1-2.6,2.083435,1.75784,0.325594,1.75784,2.083435,pre-inventory
1935,SSP1-2.6,2.093473,1.756532,0.336941,1.756532,2.093473,pre-inventory
1936,SSP1-2.6,2.103273,1.756404,0.346869,1.756404,2.103273,pre-inventory
1937,SSP1-2.6,2.115584,1.756268,0.359315,1.756268,2.115584,pre-inventory
1938,SSP1-2.6,2.129098,1.758643,0.370454,1.758643,2.129098,pre-inventory
1939,SSP1-2.6,2.147484,1.764251,0.383233,1.764251,2.147484,pre-inventory
1940,SSP1-2.6,2.167532,1.771817,0.395715,1.771817,2.167532,pre-inventory
1941,SSP1-2.6,2.24212,1.832546,0.409574,1.832546,2.24212,pre-inventory
1942,SSP1-2.6,2.403564,1.973902,0.429662,1.973902,2.403564,pre-inventory
1943,SSP1-2.6,2.636053,2.179616,0.456437,2.179616,2.636053,pre-inventory
1944,SSP1-2.6,2.912497,2.430879,0.481618,2.430879,2.912497,pre-inventory
1945,SSP1-2.6,3.215873,2.703676,0.512197,2.703676,3.215873,pre-inventory
1946,SSP1-2.6,3.522872,2.980032,0.54284,2.980032,3.522872,pre-inventory
1947,SSP1-2.6,3.815764,3.238734,0.577029,3.238734,3.815764,pre-inventory
1948,SSP1-2.6,4.068702,3.461908,0.606794,3.461908,4.068702,pre-inventory
1949,SSP1-2.6,4.264104,3.628919,0.635185,3.628919,4.264104,pre-inventory
1950,SSP1-2.6,4.378499,3.718148,0.66035,3.718148,4.378499,pre-inventory
1951,SSP1-2.6,4.44758,3.758339,0.689241,3.758339,4.44758,pre-inventory
1952,SSP1-2.6,4.514631,3.791693,0.722938,3.791693,4.514631,pre-inventory
1953,SSP1-2.6,4.585339,3.817763,0.767575,3.817763,4.585339,pre-inventory
1954,SSP1-2.6,4.658919,3.843738,0.81518,3.843738,4.658919,pre-inventory
1955,SSP1-2.6,4.738574,3.867767,0.870807,3.867767,4.738574,pre-inventory
1956,SSP1-2.6,4.819785,3.895597,0.924188,3.895597,4.819785,pre-inventory
1957,SSP1-2.6,4.906312,3.922005,0.984307,3.922005,4.906312,pre-inventory
1958,SSP1-2.6,5.002815,3.957337,1.045478,3.957337,5.002815,pre-inventory
1959,SSP1-2.6,5.106722,4.003444,1.103278,4.003444,5.106722,pre-inventory
1960,SSP1-2.6,5.222367,4.057507,1.16486,4.057507,5.222367,pre-inventory
1961,SSP1-2.6,5.570292,4.340348,1.229945,4.340348,5.570292,pre-inventory
1962,SSP1-2.6,5.779895,4.475612,1.304283,4.475612,5.779895,pre-inventory
1963,SSP1-2.6,5.976277,4.587625,1.388652,4.587625,5.976277,pre-inventory
1964,SSP1-2.6,6.199344,4.720826,1.478518,4.720826,6.199344,pre-inventory
1965,SSP1-2.6,6.46556,4.894107,1.571453,4.894107,6.46556,pre-inventory
1966,SSP1-2.6,6.773508,5.106725,1.666782,5.106725,6.773508,pre-inventory
1967,SSP1-2.6,7.041514,5.281761,1.759753,5.281761,7.041514,pre-inventory
1968,SSP1-2.6,7.256009,5.410965,1.845044,5.410965,7.256009,pre-inventory
1969,SSP1-2.6,7.435615,5.509087,1.926528,5.509087,7.435615,pre-inventory
1970,SSP1-2.6,7.406667,5.543288,1.86338,4.128631,5.992011,historical
1971,SSP1-2.6,7.32706,5.506025,1.821035,4.292148,6.113183,historical
1972,SSP1-2.6,7.746901,5.786713,1.960188,4.461821,6.42201,historical
1973,SSP1-2.6,7.93557,5.909077,2.026493,4.636546,6.663039,historical
1974,SSP1-2.6,7.909792,5.864346,2.045447,4.665762,6.711209,historical
1975,SSP1-2.6,8.180647,6.142078,2.038569,4.927838,6.966407,historical
1976,SSP1-2.6,8.409326,6.272089,2.137236,5.00441,7.141646,historical
1977,SSP1-2.6,8.640444,6.419868,2.220576,5.192597,7.413173,historical
1978,SSP1-2.6,8.837869,6.587857,2.250012,5.425788,7.675801,historical
1979,SSP1-2.6,9.123756,6.792047,2.331709,5.577634,7.909343,historical
1980,SSP1-2.6,9.227259,6.967747,2.259512,5.77441,8.033922,historical
1981,SSP1-2.6,9.121125,6.926315,2.19481,5.797197,7.992008,historical
1982,SSP1-2.6,9.494516,7.182765,2.311751,5.869672,8.181423,historical
1983,SSP1-2.6,9.530293,7.310411,2.219882,6.100115,8.319998,historical
1984,SSP1-2.6,9.421164,7.258571,2.162593,6.322644,8.485237,historical
1985,SSP1-2.6,9.421444,7.289194,2.13225,6.346536,8.478786,historical
1986,SSP1-2.6,9.620413,7.448308,2.172106,6.482335,8.654441,historical
1987,SSP1-2.6,9.977117,7.708137,2.26898,6.644871,8.913851,historical
1988,SSP1-2.6,9.72272,7.584863,2.137856,6.816883,8.95474,historical
1989,SSP1-2.6,9.842472,7.66958,2.172892,6.841175,9.014068,historical
1990,SSP1-2.6,9.862304,7.706154,2.15615,6.813726,8.969876,historical
1991,SSP1-2.6,9.968817,7.756719,2.212098,6.747573,8.95967,historical
1992,SSP1-2.6,9.990076,7.718604,2.271472,6.803906,9.075378,historical
1993,SSP1-2.6,9.915094,7.785309,2.129785,6.740246,8.870031,historical
1994,SSP1-2.6,10.121031,7.873424,2.247607,6.814373,9.06198,historical
1995,SSP1-2.6,10.218834,7.998906,2.219927,7.106967,9.326894,historical
1996,SSP1-2.6,10.278763,8.018429,2.260334,7.364034,9.624368,historical
1997,SSP1-2.6,10.59022,7.909805,2.680415,7.150494,9.830909,historical
1998,SSP1-2.6,10.128407,7.853927,2.27448,7.23892,9.5134,historical
1999,SSP1-2.6,9.868586,7.791749,2.076838,7.379368,9.456205,historical
2000,SSP1-2.6,9.603187,7.589667,2.01352,7.237487,9.251007,historical
2001,SSP1-2.6,9.722247,7.703435,2.018812,7.26962,9.288433,historical
2002,SSP1-2.6,9.991772,7.895321,2.096451,7.392974,9.489426,historical
2003,SSP1-2.6,10.099787,8.059591,2.040196,7.527689,9.567885,historical
2004,SSP1-2.6,10.354571,8.244367,2.110204,7.668044,9.778248,historical
2005,SSP1-2.6,10.516571,8.377955,2.138616,7.731216,9.869832,historical
2006,SSP1-2.6,10.802562,8.551614,2.250947,7.887915,10.138862,historical
2007,SSP1-2.6,10.363481,8.224693,2.138788,8.053608,10.192396,historical
2008,SSP1-2.6,10.429681,8.461749,1.967932,8.04617,10.014103,historical
2009,SSP1-2.6,10.546742,8.610838,1.935903,8.17646,10.112364,historical
2010,SSP1-2.6,10.539817,8.60331,1.936507,8.371607,10.308114,historical
2011,SSP1-2.6,10.446428,8.496913,1.949515,8.532201,10.481716,historical
2012,SSP1-2.6,10.593898,8.637072,1.956826,8.574646,10.531472,historical
2013,SSP1-2.6,10.759047,8.792289,1.966758,8.677488,10.644245,historical
2014,SSP1-2.6,10.866284,8.912952,1.953331,8.748905,10.702236,historical
2015,SSP1-2.6,10.9,8.940608,1.959392,8.725336,10.684728,historical
2016,SSP1-2.6,10.776893,8.839631,1.937262,8.815656,10.752919,historical
2017,SSP1-2.6,10.653786,8.738654,1.915133,8.938529,10.853662,historical
2018,SSP1-2.6,10.530679,8.637676,1.893003,8.874295,10.767297,historical
2019,SSP1-2.6,10.407572,8.536699,1.870873,8.809105,10.679978,historical
2020,SSP1-2.6,10.284465,8.435722,1.848743,10.22386,12.072603,scenario
2021,SSP1-2.6,10.147141,8.323083,1.824058,10.278494,12.102552,scenario
2022,SSP1-2.6,10.009817,8.210445,1.799372,10.293521,12.092893,scenario
2023,SSP1-2.6,9.872492,8.097806,1.774687,10.395706,12.170393,scenario
2024,SSP1-2.6,9.735168,7.985167,1.750001,10.436958,12.186959,scenario
2025,SSP1-2.6,9.597844,7.872528,1.725316,10.517269,12.242585,scenario
2026,SSP1-2.6,9.460519,7.759889,1.70063,10.554835,12.255465,scenario
2027,SSP1-2.6,9.323195,7.647251,1.675945,10.575154,12.251099,scenario
2028,SSP1-2.6,9.185871,7.534612,1.651259,10.552128,12.203387,scenario
2029,SSP1-2.6,9.048546,7.421973,1.626573,10.560932,12.187505,scenario
2030,SSP1-2.6,8.911222,7.309334,1.601888,10.540982,12.14287,scenario
2031,SSP1-2.6,8.841697,7.252307,1.58939,10.488285,12.077675,scenario
2032,SSP1-2.6,8.772171,7.195279,1.576892,10.410197,11.987089,scenario
2033,SSP1-2.6,8.702645,7.138251,1.564394,10.322181,11.886575,scenario
2034,SSP1-2.6,8.63312,7.081224,1.551896,10.219618,11.771514,scenario
2035,SSP1-2.6,8.563594,7.024196,1.539398,10.070526,11.609924,scenario
2036,SSP1-2.6,8.494068,6.967168,1.5269,9.945922,11.472822,scenario
2037,SSP1-2.6,8.424543,6.910141,1.514402,9.792933,11.307335,scenario
2038,SSP1-2.6,8.355017,6.853113,1.501904,9.699896,11.2018,scenario
2039,SSP1-2.6,8.285492,6.796085,1.489406,9.607645,11.097051,scenario
2040,SSP1-2.6,8.215966,6.739058,1.476908,9.46951,10.946418,scenario
2041,SSP1-2.6,8.188492,6.716523,1.47197,9.432854,10.904824,scenario
2042,SSP1-2.6,8.161019,6.693988,1.467031,9.360691,10.827722,scenario
2043,SSP1-2.6,8.133545,6.671453,1.462092,9.318039,10.780131,scenario
2044,SSP1-2.6,8.106071,6.648918,1.457153,9.285265,10.742419,scenario
2045,SSP1-2.6,8.078597,6.626383,1.452215,9.295636,10.747851,scenario
2046,SSP1-2.6,8.051124,6.603848,1.447276,9.291323,10.738599,scenario
2047,SSP1-2.6,8.02365,6.581313,1.442337,9.29731,10.739647,scenario
2048,SSP1-2.6,7.996176,6.558778,1.437399,9.328138,10.765536,scenario
2049,SSP1-2.6,7.968702,6.536242,1.43246,9.328186,10.760646,scenario
2050,SSP1-2.6,7.941229,6.513707,1.427521,9.372286,10.799807,scenario
2051,SSP1-2.6,7.929573,6.504147,1.425426,9.399335,10.824761,scenario
2052,SSP1-2.6,7.917918,6.494587,1.423331,9.421371,10.844701,scenario
2053,SSP1-2.6,7.906262,6.485026,1.421236,9.441819,10.863055,scenario
2054,SSP1-2.6,7.894606,6.475466,1.41914,9.455437,10.874577,scenario
2055,SSP1-2.6,7.882951,6.465906,1.417045,9.512668,10.929713,scenario
2056,SSP1-2.6,7.871295,6.456345,1.41495,9.544715,10.959665,scenario
2057,SSP1-2.6,7.85964,6.446785,1.412855,9.540283,10.953138,scenario
2058,SSP1-2.6,7.847984,6.437225,1.41076,9.545809,10.956569,scenario
2059,SSP1-2.6,7.836329,6.427664,1.408664,9.640935,11.049599,scenario
2060,SSP1-2.6,7.824673,6.418104,1.406569,9.710495,11.117064,scenario
2061,SSP1-2.6,7.824686,6.418115,1.406571,9.754523,11.161095,scenario
2062,SSP1-2.6,7.824699,6.418125,1.406574,9.807644,11.214217,scenario
2063,SSP1-2.6,7.824711,6.418135,1.406576,9.858869,11.265445,scenario
2064,SSP1-2.6,7.824724,6.418146,1.406578,9.891381,11.297959,scenario
2065,SSP1-2.6,7.824737,6.418156,1.406581,9.917604,11.324185,scenario
2066,SSP1-2.6,7.82475,6.418167,1.406583,9.932756,11.339339,scenario
2067,SSP1-2.6,7.824763,6.418177,1.406585,9.947788,11.354374,scenario
2068,SSP1-2.6,7.824775,6.418188,1.406587,9.943857,11.350445,scenario
2069,SSP1-2.6,7.824788,6.418198,1.40659,9.985167,11.391756,scenario
2070,SSP1-2.6,7.824801,6.418209,1.406592,10.020443,11.427035,scenario
2071,SSP1-2.6,7.844871,6.434671,1.4102,10.021909,11.432109,scenario
2072,SSP1-2.6,7.864941,6.451133,1.413808,10.051026,11.464834,scenario
2073,SSP1-2.6,7.885011,6.467595,1.417415,10.041814,11.45923,scenario
2074,SSP1-2.6,7.905081,6.484058,1.421023,10.062712,11.483735,scenario
2075,SSP1-2.6,7.925151,6.50052,1.424631,10.111969,11.5366,scenario
2076,SSP1-2.6,7.945221,6.516982,1.428239,10.125789,11.554028,scenario
2077,SSP1-2.6,7.965291,6.533444,1.431847,10.108241,11.540088,scenario
2078,SSP1-2.6,7.985361,6.549907,1.435455,10.152621,11.588075,scenario
2079,SSP1-2.6,8.005431,6.566369,1.439062,10.198993,11.638056,scenario
2080,SSP1-2.6,8.025501,6.582831,1.44267,10.24235,11.68502,scenario
2081,SSP1-2.6,8.077381,6.625385,1.451996,10.314656,11.766651,scenario
2082,SSP1-2.6,8.12926,6.667938,1.461322,10.359966,11.821288,scenario
2083,SSP1-2.6,8.181139,6.710491,1.470648,10.336585,11.807232,scenario
2084,SSP1-2.6,8.233018,6.753045,1.479974,10.337991,11.817964,scenario
2085,SSP1-2.6,8.284898,6.795598,1.489299,10.299877,11.789176,scenario
2086,SSP1-2.6,8.336777,6.838152,1.498625,10.295202,11.793827,scenario
2087,SSP1-2.6,8.388656,6.880705,1.507951,10.290145,11.798096,scenario
2088,SSP1-2.6,8.440535,6.923258,1.517277,10.251558,11.768835,scenario
2089,SSP1-2.6,8.492414,6.965812,1.526603,10.303153,11.829756,scenario
2090,SSP1-2.6,8.544294,7.008365,1.535929,10.347204,11.883133,scenario
2091,SSP1-2.6,8.525566,6.993004,1.532562,10.346278,11.87884,scenario
2092,SSP1-2.6,8.506838,6.977643,1.529196,10.338346,11.867542,scenario
2093,SSP1-2.6,8.488111,6.962282,1.525829,10.323122,11.848951,scenario
2094,SSP1-2.6,8.469383,6.946921,1.522463,10.270862,11.793324,scenario
2095,SSP1-2.6,8.450656,6.931559,1.519096,10.239225,11.758321,scenario
2096,SSP1-2.6,8.431928,6.916198,1.51573,10.177489,11.693219,scenario
2097,SSP1-2.6,8.4132,6.900837,1.512363,10.08963,11.601993,scenario
2098,SSP1-2.6,8.394473,6.885476,1.508997,10.016485,11.525482,scenario
2099,SSP1-2.6,8.375745,6.870115,1.50563,10.007575,11.513205,scenario
2100,SSP1-2.6,8.357018,6.854754,1.502264,10.000855,11.503119,scenario
1900,SSP2-4.5,1.356163,1.189643,0.16652,1.189643,1.356163,pre-inventory
1901,SSP2-4.5,1.369103,1.197525,0.171579,1.197525,1.369103,pre-inventory
1902,SSP2-4.5,1.384515,1.208382,0.176133,1.208382,1.384515,pre-inventory
1903,SSP2-4.5,1.399355,1.21679,0.182566,1.21679,1.399355,pre-inventory
1904,SSP2-4.5,1.415598,1.227676,0.187922,1.227676,1.415598,pre-inventory
1905,SSP2-4.5,1.432563,1.237013,0.19555,1.237013,1.432563,pre-inventory
1906,SSP2-4.5,1.449952,1.247545,0.202407,1.247545,1.449952,pre-inventory
1907,SSP2-4.5,1.466752,1.25822,0.208532,1.25822,1.466752,pre-inventory
1908,SSP2-4.5,1.483125,1.269081,0.214044,1.269081,1.483125,pre-inventory
1909,SSP2-4.5,1.499101,1.279904,0.219197,1.279904,1.499101,pre-inventory
1910,SSP2-4.5,1.515945,1.289783,0.226162,1.289783,1.515945,pre-inventory
1911,SSP2-4.5,1.533706,1.305656,0.22805,1.305656,1.533706,pre-inventory
1912,SSP2-4.5,1.559234,1.325697,0.233537,1.325697,1.559234,pre-inventory
1913,SSP2-4.5,1.589117,1.351338,0.237779,1.351338,1.589117,pre-inventory
1914,SSP2-4.5,1.621623,1.380529,0.241094,1.380529,1.621623,pre-inventory
1915,SSP2-4.5,1.656958,1.412406,0.244552,1.412406,1.656958,pre-inventory
1916,SSP2-4.5,1.693364,1.443675,0.249689,1.443675,1.693364,pre-inventory
1917,SSP2-4.5,1.728659,1.476542,0.252116,1.476542,1.728659,pre-inventory
1918,SSP2-4.5,1.761607,1.506138,0.25547,1.506138,1.761607,pre-inventory
1919,SSP2-4.5,1.79147,1.53294,0.25853,1.53294,1.79147,pre-inventory
1920,SSP2-4.5,1.818808,1.556377,0.262431,1.556377,1.818808,pre-inventory
1921,SSP2-4.5,1.843607,1.576792,0.266815,1.576792,1.843607,pre-inventory
1922,SSP2-4.5,1.867742,1.598084,0.269658,1.598084,1.867742,pre-inventory
1923,SSP2-4.5,1.893417,1.618957,0.27446,1.618957,1.893417,pre-inventory
1924,SSP2-4.5,1.920281,1.642291,0.27799,1.642291,1.920281,pre-inventory
1925,SSP2-4.5,1.944747,1.66233,0.282417,1.66233,1.944747,pre-inventory
1926,SSP2-4.5,1.968033,1.682936,0.285097,1.682936,1.968033,pre-inventory
1927,SSP2-4.5,1.990269,1.700611,0.289658,1.700611,1.990269,pre-inventory
1928,SSP2-4.5,2.010725,1.717144,0.293581,1.717144,2.010725,pre-inventory
1929,SSP2-4.5,2.028075,1.731912,0.296162,1.731912,2.028075,pre-inventory
1930,SSP2-4.5,2.043068,1.742334,0.300733,1.742334,2.043068,pre-inventory
1931,SSP2-4.5,2.053984,1.750697,0.303287,1.750697,2.053984,pre-inventory
1932,SSP2-4.5,2.064649,1.755452,0.309197,1.755452,2.064649,pre-inventory
1933,SSP2-4.5,2.07356,1.758047,0.315513,1.758047,2.07356,pre-inventory
1934,SSP2-4.5,2.083435,1.75784,0.325594,1.75784,2.083435,pre-inventory
1935,SSP2-4.5,2.093473,1.756532,0.336941,1.756532,2.093473,pre-inventory
1936,SSP2-4.5,2.103273,1.756404,0.346869,1.756404,2.103273,pre-inventory
1937,SSP2-4.5,2.115584,1.756268,0.359315,1.756268,2.115584,pre-inventory
1938,SSP2-4.5,2.129098,1.758643,0.370454,1.758643,2.129098,pre-inventory
1939,SSP2-4.5,2.147484,1.764251,0.383233,1.764251,2.147484,pre-inventory
1940,SSP2-4.5,2.167532,1.771817,0.395715,1.771817,2.167532,pre-inventory
1941,SSP2-4.5,2.24212,1.832546,0.409574,1.832546,2.24212,pre-inventory
1942,SSP2-4.5,2.403564,1.973902,0.429662,1.973902,2.403564,pre-inventory
1943,SSP2-4.5,2.636053,2.179616,0.456437,2.179616,2.636053,pre-inventory
1944,SSP2-4.5,2.912497,2.430879,0.481618,2.430879,2.912497,pre-inventory
1945,SSP2-4.5,3.215873,2.703676,0.512197,2.703676,3.215873,pre-inventory
1946,SSP2-4.5,3.522872,2.980032,0.54284,2.980032,3.522872,pre-inventory
1947,SSP2-4.5,3.815764,3.238734,0.577029,3.238734,3.815764,pre-inventory
1948,SSP2-4.5,4.068702,3.461908,0.606794,3.461908,4.068702,pre-inventory
1949,SSP2-4.5,4.264104,3.628919,0.635185,3.628919,4.264104,pre-inventory
1950,SSP2-4.5,4.378499,3.718148,0.66035,3.718148,4.378499,pre-inventory
1951,SSP2-4.5,4.44758,3.758339,0.689241,3.758339,4.44758,pre-inventory
1952,SSP2-4.5,4.514631,3.791693,0.722938,3.791693,4.514631,pre-inventory
1953,SSP2-4.5,4.585339,3.817763,0.767575,3.817763,4.585339,pre-inventory
1954,SSP2-4.5,4.658919,3.843738,0.81518,3.843738,4.658919,pre-inventory
1955,SSP2-4.5,4.738574,3.867767,0.870807,3.867767,4.738574,pre-inventory
1956,SSP2-4.5,4.819785,3.895597,0.924188,3.895597,4.819785,pre-inventory
1957,SSP2-4.5,4.906312,3.922005,0.984307,3.922005,4.906312,pre-inventory
1958,SSP2-4.5,5.002815,3.957337,1.045478,3.957337,5.002815,pre-inventory
1959,SSP2-4.5,5.106722,4.003444,1.103278,4.003444,5.106722,pre-inventory
1960,SSP2-4.5,5.222367,4.057507,1.16486,4.057507,5.222367,pre-inventory
1961,SSP2-4.5,5.570292,4.340348,1.229945,4.340348,5.570292,pre-inventory
1962,SSP2-4.5,5.779895,4.475612,1.304283,4.475612,5.779895,pre-inventory
1963,SSP2-4.5,5.976277,4.587625,1.388652,4.587625,5.976277,pre-inventory
1964,SSP2-4.5,6.199344,4.720826,1.478518,4.720826,6.199344,pre-inventory
1965,SSP2-4.5,6.46556,4.894107,1.571453,4.894107,6.46556,pre-inventory
1966,SSP2-4.5,6.773508,5.106725,1.666782,5.106725,6.773508,pre-inventory
1967,SSP2-4.5,7.041514,5.281761,1.759753,5.281761,7.041514,pre-inventory
1968,SSP2-4.5,7.256009,5.410965,1.845044,5.410965,7.256009,pre-inventory
1969,SSP2-4.5,7.435615,5.509087,1.926528,5.509087,7.435615,pre-inventory
1970,SSP2-4.5,7.406667,5.543288,1.86338,4.128631,5.992011,historical
1971,SSP2-4.5,7.32706,5.506025,1.821035,4.292148,6.113183,historical
1972,SSP2-4.5,7.746901,5.786713,1.960188,4.461821,6.42201,historical
1973,SSP2-4.5,7.93557,5.909077,2.026493,4.636546,6.663039,historical
1974,SSP2-4.5,7.909792,5.864346,2.045447,4.665762,6.711209,historical
1975,SSP2-4.5,8.180647,6.142078,2.038569,4.927838,6.966407,historical
1976,SSP2-4.5,8.409326,6.272089,2.137236,5.00441,7.141646,historical
1977,SSP2-4.5,8.640444,6.419868,2.220576,5.192597,7.413173,historical
1978,SSP2-4.5,8.837869,6.587857,2.250012,5.425788,7.675801,historical
1979,SSP2-4.5,9.123756,6.792047,2.331709,5.577634,7.909343,historical
