Year,Scenario,RCMIP_total,RCMIP_agri,RCMIP_nonagri,Our_agri,New_total,Period
1900,SSP1-2.6,87.6133,45.61,42.0033,45.61,87.6133,pre-inventory
1901,SSP1-2.6,88.3912,45.7357,42.6554,45.7357,88.3912,pre-inventory
1902,SSP1-2.6,89.2628,45.8615,43.4014,45.8615,89.2628,pre-inventory
1903,SSP1-2.6,89.8907,45.9872,43.9035,45.9872,89.8907,pre-inventory
1904,SSP1-2.6,91.3567,46.113,45.2438,46.113,91.3567,pre-inventory
1905,SSP1-2.6,92.4013,46.2387,46.1626,46.2387,92.4013,pre-inventory
1906,SSP1-2.6,93.25,46.3645,46.8855,46.3645,93.25,pre-inventory
1907,SSP1-2.6,94.5608,46.4902,48.0706,46.4902,94.5608,pre-inventory
1908,SSP1-2.6,95.7124,46.616,49.0964,46.616,95.7124,pre-inventory
1909,SSP1-2.6,96.4667,46.7417,49.725,46.7417,96.4667,pre-inventory
1910,SSP1-2.6,97.7719,46.8675,50.9044,46.8675,97.7719,pre-inventory
1911,SSP1-2.6,98.4294,47.7362,50.6932,47.7362,98.4294,pre-inventory
1912,SSP1-2.6,99.2661,48.6049,50.6612,48.6049,99.2661,pre-inventory
1913,SSP1-2.6,100.6126,49.4736,51.1389,49.4736,100.6126,pre-inventory
1914,SSP1-2.6,102.2841,50.3424,51.9417,50.3424,102.2841,pre-inventory
1915,SSP1-2.6,103.0579,51.2111,51.8468,51.2111,103.0579,pre-inventory
1916,SSP1-2.6,104.0889,52.0798,52.0091,52.0798,104.0889,pre-inventory
1917,SSP1-2.6,105.4397,52.9486,52.4912,52.9486,105.4397,pre-inventory
1918,SSP1-2.6,106.7459,53.8173,52.9287,53.8173,106.7459,pre-inventory
1919,SSP1-2.6,108.0951,54.686,53.4091,54.686,108.0951,pre-inventory
1920,SSP1-2.6,109.1336,55.5547,53.5789,55.5547,109.1336,pre-inventory
1921,SSP1-2.6,109.8093,55.9964,53.813,55.9964,109.8093,pre-inventory
1922,SSP1-2.6,110.4858,56.438,54.0478,56.438,110.4858,pre-inventory
1923,SSP1-2.6,112.2536,56.8797,55.3739,56.8797,112.2536,pre-inventory
1924,SSP1-2.6,112.6335,57.3213,55.3122,57.3213,112.6335,pre-inventory
1925,SSP1-2.6,113.6704,57.763,55.9075,57.763,113.6704,pre-inventory
1926,SSP1-2.6,114.5456,58.2046,56.341,58.2046,114.5456,pre-inventory
1927,SSP1-2.6,115.7475,58.6463,57.1012,58.6463,115.7475,pre-inventory
1928,SSP1-2.6,116.7959,59.0879,57.7079,59.0879,116.7959,pre-inventory
1929,SSP1-2.6,118.02,59.5296,58.4904,59.5296,118.02,pre-inventory
1930,SSP1-2.6,119.6702,59.9712,59.699,59.9712,119.6702,pre-inventory
1931,SSP1-2.6,119.9075,60.2175,59.69,60.2175,119.9075,pre-inventory
1932,SSP1-2.6,121.422,60.4639,60.9581,60.4639,121.422,pre-inventory
1933,SSP1-2.6,122.3438,60.7102,61.6336,60.7102,122.3438,pre-inventory
1934,SSP1-2.6,123.9533,60.9565,62.9968,60.9565,123.9533,pre-inventory
1935,SSP1-2.6,124.8946,61.2028,63.6918,61.2028,124.8946,pre-inventory
1936,SSP1-2.6,126.4647,61.4491,65.0156,61.4491,126.4647,pre-inventory
1937,SSP1-2.6,127.1823,61.6954,65.4869,61.6954,127.1823,pre-inventory
1938,SSP1-2.6,127.9054,61.9417,65.9636,61.9417,127.9054,pre-inventory
1939,SSP1-2.6,129.5014,62.1881,67.3133,62.1881,129.5014,pre-inventory
1940,SSP1-2.6,130.135,62.4344,67.7006,62.4344,130.135,pre-inventory
1941,SSP1-2.6,132.2181,63.5923,68.6257,63.5923,132.2181,pre-inventory
1942,SSP1-2.6,134.706,64.7503,69.9557,64.7503,134.706,pre-inventory
1943,SSP1-2.6,136.6297,65.9083,70.7214,65.9083,136.6297,pre-inventory
1944,SSP1-2.6,138.9311,67.0663,71.8648,67.0663,138.9311,pre-inventory
1945,SSP1-2.6,141.023,68.2242,72.7987,68.2242,141.023,pre-inventory
1946,SSP1-2.6,142.7064,69.3822,73.3242,69.3822,142.7064,pre-inventory
1947,SSP1-2.6,144.7945,70.5402,74.2543,70.5402,144.7945,pre-inventory
1948,SSP1-2.6,147.272,71.6981,75.5739,71.6981,147.272,pre-inventory
1949,SSP1-2.6,150.2157,72.8561,77.3596,72.8561,150.2157,pre-inventory
1950,SSP1-2.6,152.201,74.0141,78.1869,74.0141,152.201,pre-inventory
1951,SSP1-2.6,155.2719,75.8182,79.4537,75.8182,155.2719,pre-inventory
1952,SSP1-2.6,160.5734,77.6224,82.951,77.6224,160.5734,pre-inventory
1953,SSP1-2.6,165.6818,79.4265,86.2553,79.4265,165.6818,pre-inventory
1954,SSP1-2.6,170.371,81.2307,89.1403,81.2307,170.371,pre-inventory
1955,SSP1-2.6,174.7404,83.0349,91.7056,83.0349,174.7404,pre-inventory
1956,SSP1-2.6,180.6711,84.839,95.8321,84.839,180.6711,pre-inventory
1957,SSP1-2.6,186.0556,86.6432,99.4124,86.6432,186.0556,pre-inventory
1958,SSP1-2.6,188.3855,88.4473,99.9382,88.4473,188.3855,pre-inventory
1959,SSP1-2.6,192.6868,90.2515,102.4353,90.2515,192.6868,pre-inventory
1960,SSP1-2.6,197.2611,92.0556,105.2055,92.0556,197.2611,pre-inventory
1961,SSP1-2.6,205.1383,93.0013,112.137,93.0013,205.1383,pre-inventory
1962,SSP1-2.6,207.2123,93.947,113.2653,93.947,207.2123,pre-inventory
1963,SSP1-2.6,216.1923,94.8926,121.2996,94.8926,216.1923,pre-inventory
1964,SSP1-2.6,216.5562,95.8383,120.7179,95.8383,216.5562,pre-inventory
1965,SSP1-2.6,222.6664,96.784,125.8824,96.784,222.6664,pre-inventory
1966,SSP1-2.6,226.3107,97.7297,128.581,97.7297,226.3107,pre-inventory
1967,SSP1-2.6,232.3331,98.6753,133.6578,98.6753,232.3331,pre-inventory
1968,SSP1-2.6,235.3354,99.621,135.7144,99.621,235.3354,pre-inventory
1969,SSP1-2.6,239.1849,100.5667,138.6182,100.5667,239.1849,pre-inventory
1970,SSP1-2.6,244.4184,101.5123,142.906,122.2769,265.1829,historical
1971,SSP1-2.6,249.2895,103.4339,145.8556,124.5772,270.4328,historical
1972,SSP1-2.6,257.2102,104.4808,152.7295,125.9501,278.6795,historical
1973,SSP1-2.6,260.2947,106.1796,154.1151,127.6056,281.7208,historical
1974,SSP1-2.6,261.8083,108.2931,153.5151,129.8488,283.364,historical
1975,SSP1-2.6,263.0585,110.2379,152.8206,132.0014,284.822,historical
1976,SSP1-2.6,269.9482,110.796,159.1522,133.0099,292.1621,historical
1977,SSP1-2.6,274.0302,111.3999,162.6303,133.3877,296.018,historical
1978,SSP1-2.6,276.3334,111.7208,164.6125,133.5503,298.1628,historical
1979,SSP1-2.6,281.6001,112.0222,169.5778,134.0645,303.6424,historical
1980,SSP1-2.6,283.3465,113.6601,169.6864,135.8232,305.5096,historical
1981,SSP1-2.6,279.7894,114.5643,165.2251,136.7831,302.0082,historical
1982,SSP1-2.6,287.6693,114.9702,172.6991,137.6218,310.3209,historical
1983,SSP1-2.6,281.6177,115.4985,166.1192,138.5616,304.6808,historical
1984,SSP1-2.6,285.003,116.4066,168.5965,139.445,308.0414,historical
1985,SSP1-2.6,285.6753,116.733,168.9423,139.8991,308.8414,historical
1986,SSP1-2.6,290.8084,117.5181,173.2904,141.5479,314.8383,historical
1987,SSP1-2.6,295.0485,117.158,177.8905,141.6273,319.5178,historical
1988,SSP1-2.6,298.6855,118.3806,180.3049,143.0542,323.359,historical
1989,SSP1-2.6,302.1642,120.0724,182.0917,145.4304,327.5222,historical
1990,SSP1-2.6,305.2726,120.409,184.8636,146.0773,330.9409,historical
1991,SSP1-2.6,318.7312,120.2794,198.4518,146.2509,344.7028,historical
1992,SSP1-2.6,299.4018,119.7356,179.6662,148.4015,328.0676,historical
1993,SSP1-2.6,299.4425,118.1333,181.3092,147.8261,329.1353,historical
1994,SSP1-2.6,310.2518,118.6557,191.5962,149.3679,340.9641,historical
1995,SSP1-2.6,305.4096,119.328,186.0816,151.1373,337.2189,historical
1996,SSP1-2.6,307.2912,118.8719,188.4193,152.3267,340.7461,historical
1997,SSP1-2.6,331.2889,118.4494,212.8396,148.9078,361.7474,historical
1998,SSP1-2.6,315.3326,118.3672,196.9654,150.139,347.1044,historical
1999,SSP1-2.6,309.4084,119.4249,189.9835,151.8472,341.8307,historical
2000,SSP1-2.6,310.1868,119.3578,190.829,151.9043,342.7333,historical
2001,SSP1-2.6,312.8964,119.7599,193.1364,151.308,344.4445,historical
2002,SSP1-2.6,322.2788,120.3197,201.9591,151.528,353.4872,historical
2003,SSP1-2.6,328.1242,121.9676,206.1566,152.484,358.6406,historical
2004,SSP1-2.6,338.9418,123.6469,215.2949,154.7041,369.9989,historical
2005,SSP1-2.6,346.3956,125.8662,220.5294,156.8305,377.3599,historical
2006,SSP1-2.6,356.4697,127.142,229.3277,158.3196,387.6473,historical
2007,SSP1-2.6,355.0226,128.6569,226.3657,159.0516,385.4173,historical
2008,SSP1-2.6,360.4917,129.8157,230.676,160.9045,391.5805,historical
2009,SSP1-2.6,364.2004,130.9118,233.2885,161.1583,394.4469,historical
2010,SSP1-2.6,370.8963,132.1431,238.7532,161.7131,400.4663,historical
2011,SSP1-2.6,372.6577,133.3789,239.2788,162.4034,401.6822,historical
2012,SSP1-2.6,380.8098,134.961,245.8488,163.641,409.4898,historical
2013,SSP1-2.6,381.5944,136.2992,245.2952,164.3492,409.6444,historical
2014,SSP1-2.6,387.8735,137.7245,250.149,165.2998,415.4488,historical
2015,SSP1-2.6,388.0728,139.2718,248.801,165.9855,414.7865,historical
2016,SSP1-2.6,379.9564,137.383,242.5734,167.4459,410.0193,historical
2017,SSP1-2.6,371.8401,135.4942,236.3459,168.0758,404.4216,historical
2018,SSP1-2.6,363.7237,133.6054,230.1183,168.9484,399.0666,historical
2019,SSP1-2.6,355.6073,131.7166,223.8907,169.0419,392.9326,historical
2020,SSP1-2.6,347.491,129.8278,217.6631,147.047,364.7102,scenario
2021,SSP1-2.6,341.3271,128.6315,212.6956,147.8943,360.5899,scenario
2022,SSP1-2.6,335.1632,127.4351,207.728,149.7957,357.5238,scenario
2023,SSP1-2.6,328.9993,126.2388,202.7605,151.1229,353.8834,scenario
2024,SSP1-2.6,322.8354,125.0425,197.793,152.0989,349.8918,scenario
2025,SSP1-2.6,316.6715,123.8461,192.8254,152.7501,345.5755,scenario
2026,SSP1-2.6,310.5077,122.6498,187.8579,153.3501,341.2079,scenario
2027,SSP1-2.6,304.3438,121.4535,182.8903,154.0739,336.9642,scenario
2028,SSP1-2.6,298.1799,120.2571,177.9228,154.2621,332.1848,scenario
2029,SSP1-2.6,292.016,119.0608,172.9552,154.362,327.3173,scenario
2030,SSP1-2.6,285.8521,117.8644,167.9877,154.3485,322.3362,scenario
2031,SSP1-2.6,281.5459,115.761,165.7849,154.6493,320.4342,scenario
2032,SSP1-2.6,277.2397,113.6576,163.5821,154.7447,318.3268,scenario
2033,SSP1-2.6,272.9335,111.5542,161.3793,154.2509,315.6302,scenario
2034,SSP1-2.6,268.6273,109.4508,159.1766,153.0149,312.1915,scenario
2035,SSP1-2.6,264.3211,107.3473,156.9738,151.6474,308.6212,scenario
2036,SSP1-2.6,260.0149,105.2439,154.771,150.2375,305.0085,scenario
2037,SSP1-2.6,255.7087,103.1405,152.5682,149.4005,301.9688,scenario
2038,SSP1-2.6,251.4025,101.0371,150.3655,147.2187,297.5841,scenario
2039,SSP1-2.6,247.0963,98.9337,148.1627,145.3994,293.562,scenario
2040,SSP1-2.6,242.7901,96.8302,145.9599,144.354,290.3139,scenario
2041,SSP1-2.6,239.622,95.2324,144.3896,143.2699,287.6595,scenario
2042,SSP1-2.6,236.4539,93.6347,142.8192,142.493,285.3122,scenario
2043,SSP1-2.6,233.2857,92.0369,141.2489,141.8102,283.059,scenario
2044,SSP1-2.6,230.1176,90.4391,139.6785,141.1886,280.8672,scenario
2045,SSP1-2.6,226.9495,88.8413,138.1082,140.5423,278.6506,scenario
2046,SSP1-2.6,223.7813,87.2435,136.5379,139.9467,276.4845,scenario
2047,SSP1-2.6,220.6132,85.6457,134.9675,140.1035,275.0711,scenario
2048,SSP1-2.6,217.4451,84.0479,133.3972,140.1091,273.5063,scenario
2049,SSP1-2.6,214.2769,82.4501,131.8269,138.7868,270.6137,scenario
2050,SSP1-2.6,211.1088,80.8523,130.2565,138.7559,269.0125,scenario
2051,SSP1-2.6,209.0871,80.4245,128.6626,138.8074,267.4699,scenario
2052,SSP1-2.6,207.0653,79.9967,127.0686,138.8095,265.8781,scenario
2053,SSP1-2.6,205.0436,79.5689,125.4747,138.9525,264.4272,scenario
2054,SSP1-2.6,203.0219,79.1411,123.8808,139.184,263.0648,scenario
2055,SSP1-2.6,201.0002,78.7134,122.2868,139.0538,261.3406,scenario
2056,SSP1-2.6,198.9784,78.2856,120.6929,139.1319,259.8248,scenario
2057,SSP1-2.6,196.9567,77.8578,119.0989,139.3898,258.4887,scenario
2058,SSP1-2.6,194.935,77.43,117.505,139.5631,257.0681,scenario
2059,SSP1-2.6,192.9133,77.0022,115.9111,139.8614,255.7725,scenario
2060,SSP1-2.6,190.8915,76.5744,114.3171,140.2885,254.6056,scenario
2061,SSP1-2.6,188.446,76.1728,112.2732,140.7976,253.0708,scenario
2062,SSP1-2.6,186.0005,75.7712,110.2293,141.285,251.5142,scenario
2063,SSP1-2.6,183.555,75.3696,108.1854,141.5978,249.7831,scenario
2064,SSP1-2.6,181.1094,74.968,106.1415,141.9487,248.0901,scenario
2065,SSP1-2.6,178.6639,74.5664,104.0975,142.2431,246.3406,scenario
2066,SSP1-2.6,176.2184,74.1648,102.0536,142.318,244.3716,scenario
2067,SSP1-2.6,173.7729,73.7632,100.0097,142.4356,242.4453,scenario
2068,SSP1-2.6,171.3274,73.3616,97.9658,142.5845,240.5503,scenario
2069,SSP1-2.6,168.8818,72.96,95.9219,142.2238,238.1457,scenario
2070,SSP1-2.6,166.4363,72.5584,93.878,142.0873,235.9652,scenario
2071,SSP1-2.6,163.7239,71.9409,91.783,141.7938,233.5768,scenario
2072,SSP1-2.6,161.0115,71.3234,89.688,141.3961,231.0841,scenario
2073,SSP1-2.6,158.2991,70.706,87.5931,141.3659,228.959,scenario
2074,SSP1-2.6,155.5867,70.0885,85.4981,141.2615,226.7596,scenario
2075,SSP1-2.6,152.8742,69.4711,83.4032,141.2187,224.6219,scenario
2076,SSP1-2.6,150.1618,68.8536,81.3082,141.204,222.5122,scenario
2077,SSP1-2.6,147.4494,68.2362,79.2133,140.834,220.0472,scenario
2078,SSP1-2.6,144.737,67.6187,77.1183,139.9158,217.0341,scenario
2079,SSP1-2.6,142.0246,67.0012,75.0233,139.7997,214.8231,scenario
2080,SSP1-2.6,139.3122,66.3838,72.9284,139.4333,212.3616,scenario
2081,SSP1-2.6,138.3939,65.9975,72.3965,139.3401,211.7366,scenario
2082,SSP1-2.6,137.4757,65.6112,71.8645,139.3099,211.1744,scenario
2083,SSP1-2.6,136.5574,65.2248,71.3326,139.2417,210.5743,scenario
2084,SSP1-2.6,135.6392,64.8385,70.8006,139.4391,210.2398,scenario
2085,SSP1-2.6,134.7209,64.4522,70.2687,139.5045,209.7732,scenario
2086,SSP1-2.6,133.8027,64.0659,69.7368,139.2655,209.0023,scenario
2087,SSP1-2.6,132.8844,63.6796,69.2048,139.0213,208.2262,scenario
2088,SSP1-2.6,131.9662,63.2933,68.6729,138.8308,207.5037,scenario
2089,SSP1-2.6,131.0479,62.907,68.141,138.8278,206.9688,scenario
2090,SSP1-2.6,130.1297,62.5206,67.609,138.7654,206.3744,scenario
2091,SSP1-2.6,129.3363,62.3298,67.0065,139.0224,206.0289,scenario
2092,SSP1-2.6,128.5428,62.1389,66.4039,138.5291,204.933,scenario
2093,SSP1-2.6,127.7494,61.9481,65.8013,138.6347,204.436,scenario
2094,SSP1-2.6,126.9559,61.7572,65.1987,138.4102,203.609,scenario
2095,SSP1-2.6,126.1625,61.5663,64.5962,138.3434,202.9395,scenario
2096,SSP1-2.6,125.3691,61.3755,63.9936,138.1638,202.1574,scenario
2097,SSP1-2.6,124.5756,61.1846,63.391,138.1214,201.5124,scenario
2098,SSP1-2.6,123.7822,60.9938,62.7885,137.6129,200.4014,scenario
2099,SSP1-2.6,122.9888,60.8029,62.1859,137.9225,200.1083,scenario
2100,SSP1-2.6,122.1953,60.612,61.5833,138.0661,199.6494,scenario
1900,SSP2-4.5,87.6133,45.61,42.0033,45.61,87.6133,pre-inventory
1901,SSP2-4.5,88.3912,45.7357,42.6554,45.7357,88.3912,pre-inventory
1902,SSP2-4.5,89.2628,45.8615,43.4014,45.8615,89.2628,pre-inventory
1903,SSP2-4.5,89.8907,45.9872,43.9035,45.9872,89.8907,pre-inventory
1904,SSP2-4.5,91.3567,46.113,45.2438,46.113,91.3567,pre-inventory
1905,SSP2-4.5,92.4013,46.2387,46.1626,46.2387,92.4013,pre-inventory
1906,SSP2-4.5,93.25,46.3645,46.8855,46.3645,93.25,pre-inventory
1907,SSP2-4.5,94.5608,46.4902,48.0706,46.4902,94.5608,pre-inventory
1908,SSP2-4.5,95.7124,46.616,49.0964,46.616,95.7124,pre-inventory
1909,SSP2-4.5,96.4667,46.7417,49.725,46.7417,96.4667,pre-inventory
1910,SSP2-4.5,97.7719,46.8675,50.9044,46.8675,97.7719,pre-inventory
1911,SSP2-4.5,98.4294,47.7362,50.6932,47.7362,98.4294,pre-inventory
1912,SSP2-4.5,99.2661,48.6049,50.6612,48.6049,99.2661,pre-inventory
1913,SSP2-4.5,100.6126,49.4736,51.1389,49.4736,100.6126,pre-inventory
1914,SSP2-4.5,102.2841,50.3424,51.9417,50.3424,102.2841,pre-inventory
1915,SSP2-4.5,103.0579,51.2111,51.8468,51.2111,103.0579,pre-inventory
1916,SSP2-4.5,104.0889,52.0798,52.0091,52.0798,104.0889,pre-inventory
1917,SSP2-4.5,105.4397,52.9486,52.4912,52.9486,105.4397,pre-inventory
1918,SSP2-4.5,106.7459,53.8173,52.9287,53.8173,106.7459,pre-inventory
1919,SSP2-4.5,108.0951,54.686,53.4091,54.686,108.0951,pre-inventory
1920,SSP2-4.5,109.1336,55.5547,53.5789,55.5547,109.1336,pre-inventory
1921,SSP2-4.5,109.8093,55.9964,53.813,55.9964,109.8093,pre-inventory
1922,SSP2-4.5,110.4858,56.438,54.0478,56.438,110.4858,pre-inventory
1923,SSP2-4.5,112.2536,56.8797,55.3739,56.8797,112.2536,pre-inventory
1924,SSP2-4.5,112.6335,57.3213,55.3122,57.3213,112.6335,pre-inventory
1925,SSP2-4.5,113.6704,57.763,55.9075,57.763,113.6704,pre-inventory
1926,SSP2-4.5,114.5456,58.2046,56.341,58.2046,114.5456,pre-inventory
1927,SSP2-4.5,115.7475,58.6463,57.1012,58.6463,115.7475,pre-inventory
1928,SSP2-4.5,116.7959,59.0879,57.7079,59.0879,116.7959,pre-inventory
1929,SSP2-4.5,118.02,59.5296,58.4904,59.5296,118.02,pre-inventory
1930,SSP2-4.5,119.6702,59.9712,59.699,59.9712,119.6702,pre-inventory
1931,SSP2-4.5,119.9075,60.2175,59.69,60.2175,119.9075,pre-inventory
1932,SSP2-4.5,121.422,60.4639,60.9581,60.4639,121.422,pre-inventory
1933,SSP2-4.5,122.3438,60.7102,61.6336,60.7102,122.3438,pre-inventory
1934,SSP2-4.5,123.9533,60.9565,62.9968,60.9565,123.9533,pre-inventory
1935,SSP2-4.5,124.8946,61.2028,63.6918,61.2028,124.8946,pre-inventory
1936,SSP2-4.5,126.4647,61.4491,65.0156,61.4491,126.4647,pre-inventory
1937,SSP2-4.5,127.1823,61.6954,65.4869,61.6954,127.1823,pre-inventory
1938,SSP2-4.5,127.9054,61.9417,65.9636,61.9417,127.9054,pre-inventory
1939,SSP2-4.5,129.5014,62.1881,67.3133,62.1881,129.5014,pre-inventory
1940,SSP2-4.5,130.135,62.4344,67.7006,62.4344,130.135,pre-inventory
1941,SSP2-4.5,132.2181,63.5923,68.6257,63.5923,132.2181,pre-inventory
1942,SSP2-4.5,134.706,64.7503,69.9557,64.7503,134.706,pre-inventory
1943,SSP2-4.5,136.6297,65.9083,70.7214,65.9083,136.6297,pre-inventory
1944,SSP2-4.5,138.9311,67.0663,71.8648,67.0663,138.9311,pre-inventory
1945,SSP2-4.5,141.023,68.2242,72.7987,68.2242,141.023,pre-inventory
1946,SSP2-4.5,142.7064,69.3822,73.3242,69.3822,142.7064,pre-inventory
1947,SSP2-4.5,144.7945,70.5402,74.2543,70.5402,144.7945,pre-inventory
1948,SSP2-4.5,147.272,71.6981,75.5739,71.6981,147.272,pre-inventory
1949,SSP2-4.5,150.2157,72.8561,77.3596,72.8561,150.2157,pre-inventory
1950,SSP2-4.5,152.201,74.0141,78.1869,74.0141,152.201,pre-inventory
1951,SSP2-4.5,155.2719,75.8182,79.4537,75.8182,155.2719,pre-inventory
1952,SSP2-4.5,160.5734,77.6224,82.951,77.6224,160.5734,pre-inventory
1953,SSP2-4.5,165.6818,79.4265,86.2553,79.4265,165.6818,pre-inventory
1954,SSP2-4.5,170.371,81.2307,89.1403,81.2307,170.371,pre-inventory
1955,SSP2-4.5,174.7404,83.0349,91.7056,83.0349,174.7404,pre-inventory
1956,SSP2-4.5,180.6711,84.839,95.8321,84.839,180.6711,pre-inventory
1957,SSP2-4.5,186.0556,86.6432,99.4124,86.6432,186.0556,pre-inventory
1958,SSP2-4.5,188.3855,88.4473,99.9382,88.4473,188.3855,pre-inventory
1959,SSP2-4.5,192.6868,90.2515,102.4353,90.2515,192.6868,pre-inventory
1960,SSP2-4.5,197.2611,92.0556,105.2055,92.0556,197.2611,pre-inventory
1961,SSP2-4.5,205.1383,93.0013,112.137,93.0013,205.1383,pre-inventory
1962,SSP2-4.5,207.2123,93.947,113.2653,93.947,207.2123,pre-inventory
1963,SSP2-4.5,216.1923,94.8926,121.2996,94.8926,216.1923,pre-inventory
1964,SSP2-4.5,216.5562,95.8383,120.7179,95.8383,216.5562,pre-inventory
1965,SSP2-4.5,222.6664,96.784,125.8824,96.784,222.6664,pre-inventory
1966,SSP2-4.5,226.3107,97.7297,128.581,97.7297,226.3107,pre-inventory
1967,SSP2-4.5,232.3331,98.6753,133.6578,98.6753,232.3331,pre-inventory
1968,SSP2-4.5,235.3354,99.621,135.7144,99.621,235.3354,pre-inventory
1969,SSP2-4.5,239.1849,100.5667,138.6182,100.5667,239.1849,pre-inventory
1970,SSP2-4.5,244.4184,101.5123,142.906,122.2769,265.1829,historical
1971,SSP2-4.5,249.2895,103.4339,145.8556,124.5772,270.4328,historical
1972,SSP2-4.5,257.2102,104.4808,152.7295,125.9501,278.6795,historical
1973,SSP2-4.5,260.2947,106.1796,154.1151,127.6056,281.7208,historical
1974,SSP2-4.5,261.8083,108.2931,153.5151,129.8488,283.364,historical
1975,SSP2-4.5,263.0585,110.2379,152.8206,132.0014,284.822,historical
1976,SSP2-4.5,269.9482,110.796,159.1522,133.0099,292.1621,historical
1977,SSP2-4.5,274.0302,111.3999,162.6303,133.3877,296.018,historical
1978,SSP2-4.5,276.3334,111.7208,164.6125,133.5503,298.1628,historical
1979,SSP2-4.5,281.6001,112.0222,169.5778,134.0645,303.6424,historical
1980,SSP2-4.5,283.3465,113.6601,169.6864,135.8232,305.5096,historical
1981,SSP2-4.5,279.7894,114.5643,165.2251,136.7831,302.0082,historical
1982,SSP2-4.5,287.6693,114.9702,172.6991,137.6218,310.3209,historical
1983,SSP2-4.5,281.6177,115.4985,166.1192,138.5616,304.6808,historical
1984,SSP2-4.5,285.003,116.4066,168.5965,139.445,308.0414,historical
1985,SSP2-4.5,285.6753,116.733,168.9423,139.8991,308.8414,historical
1986,SSP2-4.5,290.8084,117.5181,173.2904,141.5479,314.8383,historical
1987,SSP2-4.5,295.0485,117.158,177.8905,141.6273,319.5178,historical
1988,SSP2-4.5,298.6855,118.3806,180.3049,143.0542,323.359,historical
1989,SSP2-4.5,302.1642,120.0724,182.0917,145.4304,327.5222,historical
1990,SSP2-4.5,305.2726,120.409,184.8636,146.0773,330.9409,historical
1991,SSP2-4.5,318.7312,120.2794,198.4518,146.2509,344.7028,historical
1992,SSP2-4.5,299.4018,119.7356,179.6662,148.4015,328.0676,historical
1993,SSP2-4.5,299.4425,118.1333,181.3092,147.8261,329.1353,historical
1994,SSP2-4.5,310.2518,118.6557,191.5962,149.3679,340.9641,historical
1995,SSP2-4.5,305.4096,119.328,186.0816,151.1373,337.2189,historical
1996,SSP2-4.5,307.2912,118.8719,188.4193,152.3267,340.7461,historical
1997,SSP2-4.5,331.2889,118.4494,212.8396,148.9078,361.7474,historical
1998,SSP2-4.5,315.3326,118.3672,196.9654,150.139,347.1044,historical
1999,SSP2-4.5,309.4084,119.4249,189.9835,151.8472,341.8307,historical
2000,SSP2-4.5,310.1868,119.3578,190.829,151.9043,342.7333,historical
2001,SSP2-4.5,312.8964,119.7599,193.1364,151.308,344.4445,historical
2002,SSP2-4.5,322.2788,120.3197,201.9591,151.528,353.4872,historical
2003,SSP2-4.5,328.1242,121.9676,206.1566,152.484,358.6406,historical
2004,SSP2-4.5,338.9418,123.6469,215.2949,154.7041,369.9989,historical
2005,SSP2-4.5,346.3956,125.8662,220.5294,156.8305,377.3599,historical
2006,SSP2-4.5,356.4697,127.142,229.3277,158.3196,387.6473,historical
2007,SSP2-4.5,355.0226,128.6569,226.3657,159.0516,385.4173,historical
2008,SSP2-4.5,360.4917,129.8157,230.676,160.9045,391.5805,historical
2009,SSP2-4.5,364.2004,130.9118,233.2885,161.1583,394.4469,historical
2010,SSP2-4.5,370.8963,132.1431,238.7532,161.7131,400.4663,historical
2011,SSP2-4.5,372.6577,133.3789,239.2788,162.4034,401.6822,historical
2012,SSP2-4.5,380.8098,134.961,245.8488,163.641,409.4898,historical
2013,SSP2-4.5,381.5944,136.2992,245.2952,164.3492,409.6444,historical
2014,SSP2-4.5,387.8735,137.7245,250.149,165.2998,415.4488,historical
2015,SSP2-4.5,388.0728,139.2718,248.801,165.9855,414.7865,historical
2016,SSP2-4.5,388.0764,139.8633,248.213,167.4459,415.6589,historical
2017,SSP2-4.5,388.0799,140.4549,247.625,168.0758,415.7008,historical
2018,SSP2-4.5,388.0835,141.0464,247.037,168.9484,415.9854,historical
2019,SSP2-4.5,388.087,141.638,246.449,169.0419,415.4909,historical
2020,SSP2-4.5,388.0906,142.2295,245.8611,147.4626,393.3237,scenario
2021,SSP2-4.5,389.2261,143.4173,245.8088,149.8138,395.6226,scenario
2022,SSP2-4.5,390.3617,144.6051,245.7566,152.105,397.8616,scenario
2023,SSP2-4.5,391.4973,145.7929,245.7044,154.4922,400.1966,scenario
2024,SSP2-4.5,392.6328,146.9807,245.6522,156.8013,402.4535,scenario
2025,SSP2-4.5,393.7684,148.1685,245.6,159.2685,404.8684,scenario
2026,SSP2-4.5,394.904,149.3562,245.5477,161.8948,407.4425,scenario
2027,SSP2-4.5,396.0395,150.544,245.4955,165.6621,411.1576,scenario
2028,SSP2-4.5,397.1751,151.7318,245.4433,168.7302,414.1735,scenario
2029,SSP2-4.5,398.3107,152.9196,245.3911,171.172,416.563,scenario
2030,SSP2-4.5,399.4462,154.1074,245.3389,173.8153,419.1541,scenario
2031,SSP2-4.5,397.7813,154.3918,243.3895,176.2066,419.5961,scenario
2032,SSP2-4.5,396.1163,154.6763,241.4401,178.8432,420.2833,scenario
2033,SSP2-4.5,394.4514,154.9607,239.4907,182.0713,421.562,scenario
2034,SSP2-4.5,392.7864,155.2452,237.5413,184.9074,422.4486,scenario
2035,SSP2-4.5,391.1215,155.5296,235.5919,187.2326,422.8244,scenario
